,AD_Chaikin A/D,AROON_Aroon Down,AROON_Aroon Up,BBANDS_Real Lower Band,BBANDS_Real Middle Band,BBANDS_Real Upper Band,BBANDS_Real Lower Band,BBANDS_Real Middle Band,BBANDS_Real Upper Band,BBANDS_Real Lower Band,BBANDS_Real Middle Band,BBANDS_Real Upper Band,BBANDS_Real Lower Band,BBANDS_Real Middle Band,BBANDS_Real Upper Band,CCI_CCI,EMA_EMA,EMA_EMA,EMA_EMA,EMA_EMA,MACD_MACD,MACD_MACD_Hist,MACD_MACD_Signal,MACD_MACD,MACD_MACD_Hist,MACD_MACD_Signal,MACD_MACD,MACD_MACD_Hist,MACD_MACD_Signal,MACD_MACD,MACD_MACD_Hist,MACD_MACD_Signal,OBV_OBV,RSI_RSI,RSI_RSI,RSI_RSI,RSI_RSI,STOCH_SlowD,STOCH_SlowK,TIME_SERIES_DAILY_ADJUSTED_open,TIME_SERIES_DAILY_ADJUSTED_high,TIME_SERIES_DAILY_ADJUSTED_low,TIME_SERIES_DAILY_ADJUSTED_close,TIME_SERIES_DAILY_ADJUSTED_adjusted_close,TIME_SERIES_DAILY_ADJUSTED_volume,TIME_SERIES_DAILY_ADJUSTED_dividend_amount,TIME_SERIES_DAILY_ADJUSTED_split_coefficient,stock_symbol
2003-07-30,55572632.5436,28.5714,85.7143,23.2894,23.8775,24.4656,23.5548,24.1294,24.704,23.1033,23.6349,24.1664,23.3992,23.921,24.4428,150.3097,22.1129,22.1129,21.7944,22.102,0.0199,0.053,-0.0331,0.0088,0.0448,-0.0361,0.0138,0.0443,-0.0305,0.0057,0.0302,-0.0246,-13794500.0,55.8082,53.0291,58.3701,54.9691,58.9394,59.8023,24.2,24.34,24.0,24.24,14.636,1385600,0.0,1.0,MAS
2003-07-29,55002091.3671,35.7143,92.8571,23.2978,23.868,24.4382,23.5549,24.1224,24.69,23.1123,23.6169,24.1214,23.4011,23.907,24.4129,174.5072,22.0915,22.0915,21.7723,22.0809,-0.0108,0.0355,-0.0463,-0.0084,0.0389,-0.0473,-0.0204,0.0211,-0.0416,-0.0219,0.0102,-0.0321,-15180100.0,53.4581,53.0291,58.1927,56.425,55.4001,59.9402,24.28,24.34,23.99,24.08,14.5394,2092200,0.0,1.0,MAS
2003-07-28,56018302.7957,42.8571,100.0,23.2946,23.8565,24.4184,23.5554,24.1154,24.6755,23.1246,23.6073,24.0901,23.4144,23.893,24.3716,240.6121,22.0715,22.0715,21.75,22.0588,-0.0336,0.0216,-0.0552,-0.0301,0.0269,-0.057,-0.0629,-0.016,-0.0468,-0.0649,-0.0303,-0.0347,-13087900.0,57.5428,60.0242,50.5648,49.7873,48.0616,57.0757,23.85,24.76,23.6,24.31,14.6783,4102300,0.0,1.0,MAS
2003-07-25,55098821.7612,50.0,0.0,23.314,23.841,24.368,23.6089,24.0894,24.57,23.1231,23.6223,24.1216,23.4142,23.9105,24.4068,-15.623,22.049,22.049,21.7314,22.0408,-0.0855,-0.0249,-0.0606,-0.1002,-0.0364,-0.0637,-0.0764,-0.0336,-0.0428,-0.0751,-0.048,-0.0271,-17190200.0,49.9822,46.0109,46.6229,47.1811,37.9497,49.1846,23.7,23.87,23.43,23.82,14.3824,2217800,0.0,1.0,MAS
2003-07-24,53385067.2157,57.1429,0.0,23.3149,23.8565,24.3981,23.6341,24.1079,24.5817,23.1443,23.6393,24.1344,23.433,23.92,24.407,12.0077,22.0312,22.0312,21.7143,22.0242,-0.1007,-0.0463,-0.0544,-0.0975,-0.0429,-0.0546,-0.0752,-0.0408,-0.0344,-0.0718,-0.0567,-0.0151,-19408000.0,47.1274,50.8459,50.1154,47.0109,34.2929,37.9247,23.69,24.13,23.59,23.66,14.2858,2339800,0.0,1.0,MAS
2003-07-23,55118252.4009,64.2857,7.1429,23.3338,23.868,24.4022,23.632,24.1204,24.6089,23.1503,23.6508,24.1513,23.459,23.9415,24.4239,-83.1201,22.0148,22.0148,21.6955,22.0074,-0.1023,-0.0595,-0.0428,-0.1192,-0.0753,-0.0439,-0.089,-0.0648,-0.0242,-0.0654,-0.0645,-0.0009,-21747800.0,46.5967,40.0455,45.6636,45.5439,36.4383,26.7399,23.6,23.65,23.4015,23.63,14.2677,2599900,0.0,1.0,MAS
2003-07-22,52936917.798,71.4286,14.2857,23.3526,23.8985,24.4444,23.6983,24.1629,24.6276,23.1658,23.6842,24.2027,23.5011,23.9735,24.4459,-107.9966,21.9986,21.9986,21.6783,21.9914,-0.0999,-0.0719,-0.0279,-0.0963,-0.0712,-0.0251,-0.086,-0.078,-0.008,-0.0472,-0.0624,0.0152,-24347700.0,44.3492,40.1993,43.8642,44.5944,47.8315,38.214,23.54,23.659,23.3286,23.5,14.1892,2795800,0.0,1.0,MAS
2003-07-21,52832307.2574,78.5714,21.4286,23.4058,23.9325,24.4592,23.7886,24.1925,24.5964,23.2061,23.6993,24.1924,23.5423,23.984,24.4257,-101.1619,21.9835,21.9835,21.6617,21.9759,-0.082,-0.0721,-0.01,-0.0665,-0.0592,-0.0073,-0.0735,-0.085,0.0115,-0.0171,-0.0479,0.0308,-27143500.0,42.0858,46.4791,44.2527,50.9145,48.3895,44.3609,24.0,24.0,23.3495,23.37,14.1107,3089400,0.0,1.0,MAS
2003-07-18,55726578.2191,85.7143,28.5714,23.4966,23.9575,24.4184,23.8108,24.206,24.6012,23.2505,23.7168,24.1832,23.5437,23.992,24.4403,-46.8472,21.9696,21.9696,21.6448,21.9555,-0.0448,-0.0529,0.008,-0.0623,-0.0698,0.0075,-0.0587,-0.0914,0.0327,-0.0253,-0.0681,0.0428,-24054100.0,51.5136,46.4791,44.2623,49.3196,45.5875,60.9195,23.89,24.0,23.35,24.0,14.4911,2565100,0.0,1.0,MAS
2003-07-17,53161478.2191,92.8571,35.7143,23.4977,23.9625,24.4273,23.7737,24.249,24.7242,23.302,23.7468,24.1916,23.5372,24.018,24.4988,-79.1533,21.9492,21.9492,21.6276,21.9361,-0.0608,-0.0821,0.0213,-0.056,-0.0809,0.0249,-0.0389,-0.0945,0.0556,-0.0242,-0.084,0.0598,-26619200.0,46.3793,44.7326,47.0236,48.1826,32.8605,39.8882,23.81,23.92,23.51,23.71,14.316,1583800,0.0,1.0,MAS
2003-07-16,53200107.4874,100.0,42.8571,23.5092,23.9975,24.4858,23.8165,24.2773,24.7381,23.3162,23.7783,24.2405,23.5493,24.0475,24.5457,-100.7192,21.9315,21.9315,21.6087,21.9172,-0.0508,-0.0926,0.0418,-0.039,-0.0842,0.0452,-0.0294,-0.1087,0.0792,-0.0143,-0.0952,0.0808,-25035400.0,48.0071,45.5961,42.888,44.8813,27.3527,35.9549,23.58,23.97,23.31,23.81,14.3764,1878000,0.0,1.0,MAS
2003-07-15,52232652.942,100.0,50.0,23.4897,24.0375,24.5853,23.7825,24.3313,24.8801,23.3364,23.8358,24.3352,23.5413,24.1125,24.6837,-123.7054,21.9126,21.9126,21.5916,21.9005,-0.0475,-0.1125,0.0649,-0.0218,-0.088,0.0662,0.0035,-0.1029,0.1064,0.0219,-0.0827,0.1046,-26913400.0,43.3953,47.4625,45.0087,51.5053,22.9079,22.7384,24.08,24.0797,23.44,23.56,14.2254,2673300,0.0,1.0,MAS
2003-07-14,53902977.9132,92.8571,57.1429,23.5285,24.092,24.6555,23.8053,24.3614,24.9174,23.375,23.8788,24.3826,23.5416,24.131,24.7204,-73.7924,21.8961,21.8961,21.573,21.8786,-0.0172,-0.1102,0.093,-0.0108,-0.099,0.0882,0.0322,-0.0999,0.1321,0.0169,-0.1084,0.1253,-24240100.0,45.97,49.1717,48.9882,47.9378,25.8126,23.3647,23.83,24.18,23.67,23.73,14.3281,1552000,0.0,1.0,MAS
2003-07-11,55089801.4426,100.0,64.2857,23.5097,24.151,24.7923,23.7908,24.4014,25.0119,23.3506,23.9228,24.495,23.5337,24.1815,24.8293,-181.6662,21.8776,21.8776,21.552,21.859,0.0045,-0.1161,0.1206,-0.0067,-0.1197,0.113,0.0449,-0.1121,0.1571,0.0358,-0.1166,0.1524,-25792100.0,44.3468,43.7322,44.8544,45.5577,31.801,22.6205,23.67,23.89,23.46,23.64,14.2737,1452400,0.0,1.0,MAS
2003-07-10,55326238.6519,100.0,0.0,23.5507,24.21,24.8693,23.731,24.4859,25.2407,23.413,23.9638,24.5146,23.4853,24.265,25.0446,-211.9856,21.8599,21.8599,21.5328,21.8408,0.0413,-0.1083,0.1496,0.0281,-0.1148,0.1429,0.082,-0.1031,0.1851,0.0756,-0.1059,0.1815,-24339700.0,44.6234,43.8825,45.0157,46.4198,41.5588,31.4526,23.74,23.9,23.47,23.66,14.2858,1834500,0.0,1.0,MAS
2003-07-09,55539552.6054,21.4286,7.1429,23.5357,24.29,25.0443,23.7777,24.5539,25.3301,23.4754,24.0113,24.5472,23.5554,24.306,25.0566,-59.8233,21.8418,21.8418,21.5133,21.8217,0.0857,-0.091,0.1767,0.0711,-0.1004,0.1716,0.127,-0.0839,0.2109,0.1183,-0.0897,0.208,-22505200.0,49.9791,47.6892,50.5906,49.9293,54.5595,41.33,24.02,24.15,23.8,24.03,14.5092,2721700,0.123,1.0,MAS
2003-07-08,54684161.1769,28.5714,0.0,23.5637,24.3135,25.0633,23.8169,24.5714,25.3258,23.4979,24.0258,24.5537,23.5845,24.324,25.0635,-26.5153,21.8198,21.8198,21.4903,21.7996,0.1033,-0.0961,0.1994,0.0995,-0.0971,0.1967,0.1491,-0.0828,0.2319,0.1424,-0.088,0.2304,-22505200.0,49.9791,49.2768,53.1854,50.9513,65.1208,51.8939,24.1,24.25,23.94,24.03,14.4247,2154300,0.0,1.0,MAS
2003-07-07,55587577.3059,35.7143,7.1429,23.5807,24.3215,25.0623,23.8436,24.5844,25.3251,23.5065,24.0338,24.5611,23.5845,24.324,25.0635,-8.3107,21.7976,21.7976,21.4657,21.7765,0.1243,-0.0991,0.2235,0.1242,-0.0968,0.221,0.1608,-0.0918,0.2526,0.1631,-0.0893,0.2524,-20350900.0,50.402,52.8728,52.8647,53.2275,66.3077,70.4545,24.28,24.47,23.92,24.06,14.4427,2707800,0.0,1.0,MAS
2003-07-03,56916860.9422,42.8571,14.2857,23.5674,24.3745,25.1816,23.7926,24.6374,25.4821,23.4188,24.0873,24.7558,23.5306,24.3725,25.2144,23.4526,21.7749,21.7749,21.4411,21.7514,0.1463,-0.1019,0.2483,0.1314,-0.1137,0.2452,0.1754,-0.1001,0.2755,0.1687,-0.106,0.2748,-17643100.0,52.3205,53.6998,55.8864,56.2059,54.9221,73.0139,24.5099,24.52,24.09,24.2,14.5267,857700,0.0,1.0,MAS
2003-07-02,57335737.6864,50.0,0.0,23.5629,24.417,25.2711,23.8024,24.6639,25.5253,23.4142,24.1088,24.8034,23.5313,24.3767,25.2221,32.8074,21.7505,21.7505,21.4144,21.7236,0.158,-0.1158,0.2737,0.1336,-0.14,0.2736,0.1743,-0.1263,0.3006,0.1501,-0.1512,0.3013,-16785400.0,56.763,53.5649,55.2957,51.1262,42.9129,55.4548,24.05,24.51,24.0477,24.51,14.7128,2474400,0.0,1.0,MAS
2003-07-01,54861337.6864,57.1429,7.1429,23.5579,24.436,25.3141,23.8182,24.6879,25.5576,23.4222,24.1239,24.8257,23.5643,24.3967,25.229,-75.3277,21.7228,21.7228,21.388,21.7002,0.139,-0.1637,0.3027,0.1355,-0.173,0.3086,0.1746,-0.1576,0.3321,0.1709,-0.1682,0.3391,-19259800.0,51.0343,49.3144,49.2127,49.5917,37.8878,36.2977,23.92,24.2,23.64,24.05,14.4967,3138900,0.0,1.0,MAS
2003-06-30,53403991.2579,64.2857,14.2857,23.6012,24.4635,25.3258,23.8724,24.7129,25.5533,23.4879,24.1564,24.8249,23.6239,24.4317,25.2394,-85.2491,21.6994,21.6994,21.3653,21.6779,0.1596,-0.184,0.3436,0.1676,-0.1843,0.3518,0.2139,-0.1576,0.3715,0.2083,-0.1729,0.3811,-22398700.0,48.267,49.3144,51.7751,50.4977,40.0333,36.9863,24.0,24.2,23.7997,23.85,14.3166,2866500,0.0,1.0,MAS
2003-06-27,55549894.963,71.4286,21.4286,23.6849,24.5015,25.3181,23.9382,24.7524,25.5665,23.5308,24.1869,24.8431,23.6764,24.4637,25.2509,-76.0408,21.6778,21.6778,21.3409,21.6546,0.2039,-0.1857,0.3896,0.206,-0.1919,0.3979,0.2447,-0.1662,0.4109,0.2447,-0.1796,0.4243,-19532200.0,50.2445,49.8218,53.3969,52.7343,39.8673,40.3794,24.2,24.24,23.9,24.0,14.4067,1662200,0.0,1.0,MAS
2003-06-26,56234330.2571,78.5714,28.5714,23.7474,24.5315,25.3156,23.9944,24.7749,25.5553,23.5541,24.1979,24.8417,23.6663,24.4597,25.253,-82.8232,21.6544,21.6544,21.3152,21.629,0.2423,-0.1938,0.436,0.248,-0.1978,0.4459,0.2703,-0.1821,0.4525,0.2674,-0.2018,0.4692,-17870000.0,51.9577,49.8218,51.5715,49.5161,37.6206,42.7343,23.89,24.24,23.77,24.13,14.4847,1542700,0.0,1.0,MAS
2003-06-25,55413745.1507,85.7143,35.7143,23.722,24.524,25.326,24.0671,24.8129,25.5587,23.571,24.2029,24.8348,23.7431,24.4927,25.2422,-91.7968,21.6295,21.6295,21.2905,21.6063,0.2745,-0.21,0.4845,0.2981,-0.1973,0.4953,0.3123,-0.1857,0.498,0.324,-0.1957,0.5197,-19412700.0,48.9753,51.4183,52.2868,51.9531,30.5938,36.488,24.12,24.38,23.8189,23.89,14.3407,1798300,0.0,1.0,MAS
2003-06-24,56756278.7472,92.8571,42.8571,23.8111,24.5585,25.3059,24.1115,24.8313,25.5512,23.6175,24.2245,24.8314,23.7728,24.5052,25.2376,-55.595,21.6068,21.6068,21.2651,21.581,0.336,-0.201,0.537,0.3433,-0.2013,0.5446,0.3563,-0.1881,0.5444,0.3681,-0.2005,0.5686,-17614400.0,53.4703,52.7641,55.9902,53.2221,23.4288,33.6395,24.24,24.5,24.07,24.24,14.5507,1843400,0.0,1.0,MAS
2003-06-23,57142106.6541,100.0,50.0,23.7963,24.5535,25.3107,24.0782,24.8213,25.5645,23.4676,24.1875,24.9073,23.6004,24.4647,25.329,-116.2507,21.5804,21.5804,21.2369,21.5543,0.374,-0.2132,0.5872,0.3838,-0.2111,0.595,0.3818,-0.2096,0.5915,0.4068,-0.2119,0.6187,-19457800.0,52.7804,50.2449,50.2576,48.4475,18.6346,21.6538,23.75,24.25,23.63,24.18,14.5147,5026400,0.0,1.0,MAS
2003-06-20,53250700.2025,100.0,57.1429,23.6518,24.5205,25.3892,24.018,24.8083,25.5986,23.4271,24.1785,24.9298,23.541,24.4522,25.3634,-157.4637,21.5542,21.5542,21.2128,21.5322,0.4231,-0.2174,0.6405,0.4555,-0.1923,0.6477,0.4536,-0.1903,0.6439,0.5002,-0.1715,0.6717,-24484200.0,49.1643,50.4447,51.2437,52.6206,20.4965,14.993,24.16,24.27,23.7,23.87,14.3286,4729600,0.0,1.0,MAS
2003-06-19,55159135.2902,100.0,64.2857,23.5384,24.497,25.4556,23.8476,24.7743,25.7011,23.2414,24.1415,25.0415,23.2889,24.3942,25.4994,-103.4946,21.531,21.531,21.1878,21.5058,0.5113,-0.1836,0.6949,0.5382,-0.1576,0.6958,0.5314,-0.16,0.6914,0.5704,-0.1442,0.7146,-19754600.0,51.9026,56.6133,54.8099,55.3186,28.6102,19.257,24.41,24.86,23.95,24.1,14.4667,4420600,0.0,1.0,MAS
2003-06-18,58122394.6309,0.0,71.4286,23.2421,24.434,25.6259,23.5763,24.6973,25.8183,22.9972,24.0815,25.1657,23.1026,24.3317,25.5607,-100.4484,21.5051,21.5051,21.1601,21.4766,0.593,-0.1478,0.7408,0.5759,-0.1593,0.7352,0.5976,-0.1338,0.7314,0.6262,-0.1244,0.7506,-15334000.0,55.7918,53.2588,57.6409,55.2333,37.9257,27.2395,24.4,24.4871,24.14,24.41,14.6528,4068500,0.0,1.0,MAS
2003-06-17,55861184.0747,7.1429,78.5714,22.9537,24.3515,25.7493,23.3037,24.627,25.9503,22.7543,24.0065,25.2587,22.9151,24.2642,25.6132,11.6861,21.4759,21.4759,21.1301,21.4473,0.6571,-0.1206,0.7777,0.6536,-0.1214,0.7751,0.6541,-0.1108,0.7649,0.6893,-0.0924,0.7817,-11265500.0,58.414,59.7323,62.706,60.3671,49.4322,39.334,24.88,25.05,24.46,24.61,14.7729,2942200,0.0,1.0,MAS
2003-06-16,57307350.1764,0.0,85.7143,22.5954,24.238,25.8806,23.1547,24.5495,25.9443,22.465,23.899,25.3329,22.6642,24.1527,25.6411,-32.5207,21.4444,21.4444,21.0967,21.4128,0.7089,-0.0989,0.8079,0.686,-0.1194,0.8054,0.684,-0.1086,0.7926,0.711,-0.0938,0.8048,-8323300.0,58.9284,56.5056,61.1198,57.046,53.9559,47.2036,24.45,24.68,24.3,24.65,14.7969,4061200,0.0,1.0,MAS
2003-06-13,53887392.2816,7.1429,92.8571,22.4922,24.171,25.8498,23.0153,24.488,25.9606,22.339,23.8275,25.3159,22.5906,24.1027,25.6148,49.4645,21.4122,21.4122,21.0645,21.3822,0.7607,-0.0719,0.8326,0.755,-0.0802,0.8353,0.7286,-0.0911,0.8197,0.7722,-0.0561,0.8283,-4262100.0,62.236,60.1335,65.1397,61.3776,51.112,61.7589,24.84,24.98,24.55,24.91,14.9529,2513300,0.0,1.0,MAS
2003-06-12,52192376.0026,0.0,100.0,22.4334,24.1005,25.7676,22.9283,24.423,25.9176,22.2745,23.7555,25.2364,22.5073,24.0232,25.5391,77.2316,21.3771,21.3771,21.0294,21.3475,0.7893,-0.0613,0.8506,0.8016,-0.0537,0.8553,0.7495,-0.093,0.8425,0.7993,-0.0431,0.8423,-6775400.0,61.5422,68.2743,62.678,67.4772,41.8259,52.9052,25.34,25.58,24.28,24.82,14.8989,2737400,0.0,1.0,MAS
2003-06-11,52655628.3103,0.0,78.5714,22.3456,24.0205,25.6954,22.8721,24.319,25.7658,22.2111,23.697,25.1828,22.5153,23.9262,25.3372,98.1807,21.3425,21.3425,20.9968,21.3074,0.8234,-0.0424,0.8659,0.7883,-0.0804,0.8687,0.7927,-0.0731,0.8658,0.7713,-0.0818,0.8531,-4038000.0,67.1424,65.9944,64.8841,62.008,43.4385,38.672,24.56,25.26,24.42,25.26,15.163,1599400,0.0,1.0,MAS
2003-06-10,51056228.3103,0.0,85.7143,22.3081,23.9175,25.5269,22.7873,24.224,25.6606,22.1368,23.6215,25.1061,22.4649,23.8657,25.2665,13.2564,21.3031,21.3031,20.9624,21.2747,0.8103,-0.0662,0.8765,0.7924,-0.0964,0.8889,0.822,-0.062,0.884,0.8038,-0.0697,0.8735,-5637400.0,61.5272,59.5901,61.953,60.5855,59.1257,33.9005,24.3797,24.5,24.09,24.5,14.7068,1484800,0.0,1.0,MAS
2003-06-09,49571428.3103,0.0,92.8571,22.2715,23.8675,25.4635,22.7099,24.174,25.6381,22.0236,23.5495,25.0754,22.3242,23.7843,25.2443,11.872,21.271,21.271,20.9309,21.2435,0.859,-0.034,0.893,0.8635,-0.0494,0.913,0.8811,-0.0184,0.8995,0.852,-0.0389,0.8909,-7122200.0,58.8646,59.7275,62.0988,58.338,76.1442,57.7431,24.1,24.51,24.1,24.19,14.5207,2792700,0.0,1.0,MAS
2003-06-06,51138064.8956,7.1429,100.0,22.1442,23.798,25.4518,22.5359,24.093,25.65,21.9071,23.4715,25.0358,22.2029,23.7183,25.2336,110.6771,21.2416,21.2416,20.8991,21.2148,0.9403,0.0388,0.9015,0.9408,0.0154,0.9253,0.9427,0.0386,0.9042,0.9296,0.0289,0.9007,-4329500.0,72.9238,76.4212,77.0996,74.5852,82.6202,85.7337,25.2508,25.53,24.99,25.12,15.079,1789300,0.0,1.0,MAS
2003-06-05,52065850.0808,14.2857,100.0,22.0879,23.681,25.2741,22.4878,23.9665,25.4451,21.9095,23.352,24.7945,22.2079,23.5967,24.9855,94.7332,21.2027,21.2027,20.858,21.1742,0.9358,0.0439,0.8918,0.9218,0.0003,0.9215,0.917,0.0225,0.8945,0.8979,0.0045,0.8935,-6118800.0,72.4642,73.1408,74.0224,70.1762,78.1864,84.9558,24.5929,25.05,24.52,25.05,15.037,1902800,0.0,1.0,MAS
2003-06-04,50163050.0808,21.4286,71.4286,22.0656,23.5695,25.0734,22.4277,23.8675,25.3073,21.8069,23.234,24.661,22.0407,23.4771,24.9134,97.0655,21.164,21.164,20.8212,21.1398,0.9234,0.0426,0.8809,0.933,0.0116,0.9214,0.9187,0.0299,0.8889,0.9114,0.0191,0.8923,-8021600.0,71.4349,72.7,72.7946,69.0945,72.3894,77.1713,24.45,24.99,24.35,24.89,14.9409,2279900,0.0,1.0,MAS
2003-06-03,48595618.8308,28.5714,78.5714,21.9035,23.4255,24.9475,22.2758,23.7415,25.2071,21.4554,23.0705,24.6855,21.6842,23.3221,24.9599,92.1637,21.1265,21.1265,20.7857,21.1066,0.9105,0.0403,0.8702,0.9398,0.0213,0.9185,0.9249,0.0435,0.8814,0.9299,0.0424,0.8876,-10301500.0,69.5173,70.529,72.3665,71.9778,70.8405,72.4321,24.62,24.7,24.29,24.6,14.7669,1589600,0.0,1.0,MAS
2003-06-02,47781433.465,35.7143,85.7143,21.629,23.27,24.911,21.9059,23.5845,25.263,21.17,22.9085,24.6469,21.4345,23.1611,24.8876,127.3396,21.0916,21.0916,20.7505,21.0713,0.9104,0.0502,0.8601,0.9644,0.0513,0.9132,0.9254,0.0548,0.8706,0.9227,0.0457,0.877,-8711900.0,69.667,76.1523,74.5447,72.3074,72.4616,67.5649,24.64,24.99,24.41,24.61,14.7729,2196300,0.0,1.0,MAS
2003-05-30,48463043.8098,42.8571,92.8571,21.3977,23.1095,24.8213,21.6028,23.405,25.2072,20.9031,22.728,24.5528,21.1367,22.9766,24.8164,134.7292,21.0563,21.0563,20.7137,21.0354,0.8959,0.0483,0.8476,0.9523,0.0519,0.9003,0.9003,0.0435,0.8568,0.8981,0.0325,0.8656,-10908200.0,69.6062,74.1743,72.6948,68.8651,78.1523,72.5244,24.12,24.69,24.1191,24.6,14.7669,1718400,0.0,1.0,MAS
2003-05-29,47286455.953,50.0,100.0,21.1009,22.9245,24.7481,21.2496,23.223,25.1964,20.5915,22.5461,24.5006,20.881,22.8231,24.7651,144.1058,21.0207,21.0207,20.6795,21.0044,0.8654,0.03,0.8355,0.9535,0.0661,0.8873,0.8849,0.0389,0.846,0.9065,0.0491,0.8574,-12626600.0,65.6415,80.5879,71.02,76.1318,81.4821,77.2956,24.55,25.0,23.87,23.98,14.3947,2868100,0.0,1.0,MAS
2003-05-28,49596164.8026,0.0,100.0,20.854,22.779,24.704,21.0651,23.0365,25.0079,20.3983,22.3931,24.3878,20.7294,22.6481,24.5668,233.3983,20.9909,20.9909,20.6474,20.9688,0.8771,0.0491,0.828,0.9095,0.0387,0.8708,0.8776,0.0414,0.8363,0.8603,0.0152,0.8451,-9758500.0,74.3578,79.2407,77.7773,75.1109,77.4798,84.6369,24.37,24.7494,24.25,24.58,14.7548,2452500,0.0,1.0,MAS
2003-05-27,48807774.7364,0.0,100.0,20.7426,22.607,24.4714,20.9293,22.8665,24.8037,20.3442,22.2316,24.1189,20.6302,22.4861,24.342,175.7566,20.9548,20.9548,20.6112,20.9346,0.8181,0.0024,0.8157,0.8658,0.0046,0.8611,0.8169,-0.009,0.8259,0.8072,-0.0342,0.8413,-12211000.0,71.8087,76.5275,71.7304,68.598,66.6774,82.5138,23.43,24.3,23.33,24.14,14.4907,2047700,0.0,1.0,MAS
2003-05-23,47435604.6333,0.0,100.0,20.6238,22.456,24.2882,20.7473,22.708,24.6687,20.1304,22.0901,24.0497,20.3473,22.3396,24.3319,132.6669,20.9228,20.9228,20.5839,20.9095,0.7757,-0.0394,0.8151,0.843,-0.0169,0.86,0.8212,-0.0069,0.8282,0.8233,-0.0266,0.8499,-14258700.0,67.5935,74.3831,74.1749,69.8621,47.3642,65.2887,23.5,23.99,23.45,23.52,14.1185,1738500,0.0,1.0,MAS
2003-05-22,48723382.4111,0.0,64.2857,20.3545,22.305,24.2555,20.5414,22.555,24.5685,19.9606,21.9401,23.9195,20.1888,22.2071,24.2254,81.8948,20.8967,20.8967,20.5551,20.8835,0.7735,-0.0515,0.825,0.8334,-0.0309,0.8642,0.8026,-0.0273,0.8299,0.8247,-0.0318,0.8565,-15997200.0,66.6986,71.2345,70.3426,65.6655,36.614,52.2297,23.0,23.59,22.96,23.4,14.0465,2223400,0.0,1.0,MAS
2003-05-21,47841080.8238,0.0,71.4286,20.1968,22.1775,24.1582,20.3789,22.43,24.4811,19.8434,21.8296,23.8157,20.0246,22.0971,24.1696,38.2651,20.8716,20.8716,20.5309,20.8622,0.7715,-0.0663,0.8379,0.8496,-0.0223,0.8719,0.817,-0.0197,0.8367,0.8655,0.001,0.8645,-18220600.0,62.1721,68.8334,68.4813,68.4998,35.9239,24.5742,23.16,23.32,22.75,22.84,13.7104,3591400,0.0,1.0,MAS
2003-05-20,50298354.508,7.1429,78.5714,20.0812,22.0905,24.0998,20.2392,22.321,24.4028,19.6974,21.717,23.7366,19.8868,21.9771,24.0674,29.4783,20.8518,20.8518,20.5086,20.8391,0.8149,-0.0396,0.8545,0.8855,0.008,0.8775,0.8449,0.0033,0.8417,0.8887,0.0245,0.8642,-21812000.0,61.4775,66.5272,67.4888,67.6072,52.0793,33.0381,23.05,23.08,22.64,22.76,13.6623,2978900,0.0,1.0,MAS
2003-05-19,51652399.9625,14.2857,85.7143,19.921,21.989,24.057,20.05,22.2055,24.361,19.4807,21.585,23.6893,19.6691,21.8346,24.0001,26.5288,20.8326,20.8326,20.4872,20.8169,0.8665,0.0022,0.8644,0.9428,0.0673,0.8755,0.8794,0.0386,0.8408,0.9166,0.0585,0.8581,-24790900.0,57.69,75.616,64.3628,64.1801,66.9173,50.1593,22.65,23.4998,22.31,22.34,13.4102,2438200,0.0,1.0,MAS
2003-05-16,53967649.159,21.4286,92.8571,19.6806,21.882,24.0834,19.8322,22.0475,24.2628,19.2775,21.4675,23.6575,19.4872,21.7171,23.9469,69.2587,20.8175,20.8175,20.4689,20.7984,0.9626,0.0988,0.8638,0.9596,0.1008,0.8587,0.9443,0.1131,0.8312,0.9795,0.136,0.8435,-22352700.0,73.1037,75.2431,75.8558,79.8742,77.8025,73.0405,23.45,23.45,22.87,23.31,13.9925,1547700,0.0,1.0,MAS
2003-05-15,53167114.6763,0.0,100.0,19.5296,21.7315,23.9334,19.6482,21.89,24.1318,19.1177,21.3165,23.5153,19.3184,21.538,23.7576,94.6056,20.7924,20.7924,20.4447,20.7718,0.9724,0.1333,0.8391,0.972,0.1385,0.8335,0.9564,0.1534,0.8029,0.9642,0.1547,0.8095,-20805000.0,76.8377,80.5187,81.6586,78.663,82.8163,77.5519,23.25,23.68,23.11,23.5,14.1065,1712600,0.0,1.0,MAS
2003-05-14,52536156.7815,7.1429,100.0,19.3943,21.558,23.7217,19.5,21.7115,23.923,19.0199,21.151,23.2821,19.1968,21.373,23.5492,99.6784,20.7652,20.7652,20.4179,20.7469,0.9515,0.1457,0.8058,0.9504,0.1515,0.7989,0.9334,0.1688,0.7646,0.9509,0.1801,0.7708,-22517600.0,75.0971,79.4728,81.6586,82.1389,87.3944,82.8151,23.4014,23.5,23.11,23.22,13.9385,1838000,0.0,1.0,MAS
2003-05-13,53337336.2687,14.2857,92.8571,19.2565,21.3925,23.5285,19.3931,21.544,23.6949,18.9783,20.9856,22.9928,19.1496,21.1999,23.2503,110.3504,20.7405,20.7405,20.3909,20.7202,0.9394,0.17,0.7694,0.9273,0.1663,0.761,0.8905,0.1681,0.7224,0.9047,0.1789,0.7258,-24355600.0,74.9724,78.6447,80.5918,81.8864,89.1451,88.0819,23.35,23.36,22.91,23.2,13.9265,2170600,0.0,1.0,MAS
