,AD_Chaikin A/D,AROON_Aroon Down,AROON_Aroon Up,BBANDS_Real Lower Band,BBANDS_Real Middle Band,BBANDS_Real Upper Band,BBANDS_Real Lower Band,BBANDS_Real Middle Band,BBANDS_Real Upper Band,BBANDS_Real Lower Band,BBANDS_Real Middle Band,BBANDS_Real Upper Band,BBANDS_Real Lower Band,BBANDS_Real Middle Band,BBANDS_Real Upper Band,CCI_CCI,EMA_EMA,EMA_EMA,EMA_EMA,EMA_EMA,MACD_MACD,MACD_MACD_Hist,MACD_MACD_Signal,MACD_MACD,MACD_MACD_Hist,MACD_MACD_Signal,MACD_MACD,MACD_MACD_Hist,MACD_MACD_Signal,MACD_MACD,MACD_MACD_Hist,MACD_MACD_Signal,OBV_OBV,RSI_RSI,RSI_RSI,RSI_RSI,RSI_RSI,STOCH_SlowD,STOCH_SlowK,TIME_SERIES_DAILY_ADJUSTED_open,TIME_SERIES_DAILY_ADJUSTED_high,TIME_SERIES_DAILY_ADJUSTED_low,TIME_SERIES_DAILY_ADJUSTED_close,TIME_SERIES_DAILY_ADJUSTED_adjusted_close,TIME_SERIES_DAILY_ADJUSTED_volume,TIME_SERIES_DAILY_ADJUSTED_dividend_amount,TIME_SERIES_DAILY_ADJUSTED_split_coefficient,stock_symbol
2019-06-19,23413267.7676,7.1429,71.4286,35.2379,37.2665,39.2951,35.6573,37.6738,39.6903,34.9465,36.9151,38.8837,35.2994,37.322,39.3446,7.3828,36.8025,36.8025,36.4266,36.8014,0.018,0.1445,-0.1265,0.0756,0.182,-0.1064,0.0221,0.1539,-0.1318,0.0895,0.2018,-0.1123,98499500.0,48.3198,48.6507,47.6475,51.9389,31.3149,19.0822,38.0,38.02,37.15,37.56,37.4426,2929500,0.0,1.0,MAS
2019-06-18,23581629.8366,14.2857,78.5714,35.2367,37.292,39.3473,35.6576,37.6898,39.7221,34.9451,36.9449,38.9448,35.3009,37.314,39.3271,48.2651,36.7949,36.7949,36.4194,36.7894,0.0402,0.2029,-0.1627,0.1038,0.2557,-0.1519,0.0493,0.2196,-0.1703,0.0845,0.2472,-0.1627,101429000.0,50.6606,55.7601,50.9218,52.6898,48.4989,25.6381,38.08,38.78,37.5,37.85,37.7317,5508900,0.0,1.0,MAS
2019-06-17,26077850.1491,21.4286,85.7143,35.236,37.283,39.33,35.6724,37.6453,39.6183,34.9448,36.9369,38.929,35.2967,37.2795,39.2623,59.3062,36.7843,36.7843,36.4085,36.7764,0.0385,0.2519,-0.2134,0.0609,0.2767,-0.2158,0.0478,0.2729,-0.2252,0.0687,0.2932,-0.2245,106937900.0,51.3778,53.3444,54.4989,54.9971,66.5791,49.2242,38.33,38.49,37.86,37.94,37.8214,2812400,0.0,1.0,MAS
2019-06-14,28175989.8316,28.5714,92.8571,35.2345,37.2635,39.2925,35.679,37.6291,39.5791,34.9537,36.9209,38.8881,35.3111,37.261,39.2109,92.1921,36.7727,36.7727,36.3939,36.7608,0.0266,0.303,-0.2764,0.0348,0.3198,-0.285,0.0084,0.3018,-0.2934,0.0221,0.3199,-0.2978,109750300.0,54.146,58.6795,56.4949,59.7599,74.8985,70.6345,38.82,39.01,38.055,38.29,38.1703,3487500,0.0,1.0,MAS
2019-06-13,29947128.5751,35.7143,100.0,35.2404,37.257,39.2736,35.7145,37.6031,39.4917,34.9647,36.9111,38.8575,35.3749,37.213,39.051,136.2814,36.7575,36.7575,36.3772,36.7401,-0.0246,0.3275,-0.3521,-0.0519,0.313,-0.3649,-0.0618,0.3071,-0.3689,-0.0876,0.2902,-0.3778,113237800.0,60.648,60.5168,58.7993,56.5512,77.5437,79.8788,38.37,39.18,38.2797,39.04,38.918,3460100,0.0,1.0,MAS
2019-06-12,27563154.4921,42.8571,85.7143,35.33,37.198,39.066,35.7871,37.5426,39.2981,35.0009,36.8436,38.6864,35.3835,37.1445,38.9055,101.5988,36.7345,36.7345,36.3581,36.7237,-0.166,0.268,-0.434,-0.1792,0.264,-0.4432,-0.1733,0.2723,-0.4456,-0.1806,0.2697,-0.4503,109777700.0,54.8018,53.9847,54.7181,53.4974,80.4607,74.1822,37.9709,38.35,37.745,38.17,38.0507,1718400,0.0,1.0,MAS
2019-06-11,26867273.5004,50.0,92.8571,35.3408,37.157,38.9732,35.7902,37.5073,39.2245,35.0066,36.8034,38.6002,35.3802,37.0999,38.8196,98.2917,36.7201,36.7201,36.3442,36.7112,-0.2555,0.2456,-0.501,-0.2546,0.2546,-0.5092,-0.2588,0.2549,-0.5137,-0.2559,0.2618,-0.5178,108059300.0,53.091,54.6831,54.3649,55.5796,87.2259,78.57,38.2,38.419,37.7,37.94,37.8214,2305000,0.0,1.0,MAS
2019-06-10,27633469.6061,57.1429,100.0,35.3284,37.1095,38.8906,35.7884,37.4544,39.1203,35.0047,36.7539,38.5031,35.4032,37.0479,38.6927,101.6552,36.7078,36.7078,36.3305,36.6962,-0.3425,0.2199,-0.5624,-0.3541,0.2187,-0.5728,-0.3595,0.218,-0.5775,-0.3718,0.2115,-0.5832,105754300.0,52.6569,55.6618,55.1641,55.1552,93.0564,88.63,38.14,38.52,37.79,37.88,37.7616,2095500,0.0,1.0,MAS
2019-06-07,29212270.9759,64.2857,14.2857,35.326,37.1125,38.899,35.8141,37.4289,39.0436,35.0271,36.7209,38.4147,35.4313,37.0224,38.6136,91.2994,36.6961,36.6961,36.3159,36.6817,-0.4425,0.1749,-0.6174,-0.4862,0.1413,-0.6275,-0.492,0.14,-0.6319,-0.508,0.128,-0.6361,107849800.0,53.2672,52.8699,53.2125,51.7286,88.2549,94.4778,37.66,38.16,37.515,37.96,37.8414,2391800,0.0,1.0,MAS
2019-06-06,28303757.7976,71.4286,0.0,35.331,37.106,38.881,35.8162,37.4261,39.0361,35.0355,36.7051,38.3748,35.419,37.0359,38.6529,32.4023,36.6834,36.6834,36.3038,36.6719,-0.5719,0.0892,-0.6611,-0.6111,0.0517,-0.6628,-0.6259,0.041,-0.6669,-0.6257,0.0424,-0.6681,105458000.0,49.6796,47.1151,47.1103,47.6148,71.8513,96.0613,37.1287,37.49,36.73,37.43,37.313,1677000,0.0,1.0,MAS
2019-06-05,26891547.2713,78.5714,7.1429,35.3051,37.1485,38.9919,35.7595,37.4981,39.2367,34.9851,36.7791,38.5732,35.3286,37.1195,38.9104,21.097,36.6759,36.6759,36.2995,36.6673,-0.6747,0.0087,-0.6834,-0.6934,-0.0177,-0.6757,-0.7078,-0.0306,-0.6772,-0.7128,-0.0341,-0.6787,103781000.0,48.2169,46.5726,48.3026,49.5428,45.1396,74.2257,37.39,37.43,36.89,37.22,37.1037,2277600,0.0,1.0,MAS
2019-06-04,26385413.938,85.7143,14.2857,35.238,37.232,39.226,35.5772,37.6261,39.6751,34.8894,36.8696,38.8499,35.1075,37.2385,39.3695,-12.3968,36.6704,36.6704,36.2936,36.66,-0.7748,-0.0892,-0.6856,-0.7823,-0.111,-0.6713,-0.8184,-0.1489,-0.6695,-0.8401,-0.1699,-0.6702,101503400.0,48.0165,44.8206,40.6284,37.0383,22.7165,45.2669,36.01,37.23,36.01,37.19,37.0738,3381100,0.0,1.0,MAS
2019-06-03,23226025.4134,92.8571,21.4286,35.0265,37.377,39.7275,35.4626,37.7706,40.0787,34.8434,37.0306,39.2179,35.1263,37.42,39.7137,-122.8268,36.6652,36.6652,36.2964,36.6666,-0.8882,-0.2249,-0.6633,-0.864,-0.2205,-0.6436,-0.858,-0.2257,-0.6323,-0.8498,-0.2222,-0.6277,98122300.0,35.7839,30.2778,29.8619,25.3344,9.6895,15.9262,35.07,35.86,35.03,35.6,35.4887,3283700,0.0,1.0,MAS
2019-05-31,21999583.2447,100.0,28.5714,35.0625,37.619,40.1755,35.5811,38.0021,40.4232,34.9606,37.2716,39.5827,35.3987,37.659,39.9193,-200.9643,36.6759,36.6759,36.3092,36.6826,-0.8581,-0.251,-0.607,-0.8163,-0.2278,-0.5884,-0.7963,-0.2204,-0.5759,-0.7542,-0.1821,-0.5721,94838600.0,29.1643,25.2003,26.8451,27.3971,8.4471,6.9565,35.48,35.48,34.79,34.92,34.8109,2733400,0.0,1.0,MAS
2019-05-30,23703006.4331,100.0,35.7143,35.4629,37.86,40.2571,35.972,38.2176,40.4633,35.3226,37.4971,39.6717,35.7139,37.8515,39.9891,-172.7768,36.6935,36.6935,36.3244,36.6947,-0.7379,-0.1937,-0.5443,-0.7048,-0.1733,-0.5315,-0.6815,-0.1607,-0.5208,-0.663,-0.1363,-0.5266,97572000.0,33.503,29.0221,31.3288,30.4268,9.8992,6.1859,36.02,36.22,35.65,35.84,35.728,2558800,0.0,1.0,MAS
2019-05-29,24555939.7664,100.0,0.0,35.7466,38.0335,40.3204,36.2437,38.3991,40.5546,35.5688,37.6656,39.7625,35.9751,38.007,40.0389,-198.898,36.7021,36.7021,36.3312,36.7015,-0.6676,-0.1717,-0.4959,-0.6275,-0.1393,-0.4882,-0.6127,-0.132,-0.4806,-0.5918,-0.0993,-0.4925,100130800.0,33.9104,31.0615,32.1519,32.138,16.9959,12.1991,36.3,36.565,35.792,35.92,35.8077,3603000,0.0,1.0,MAS
2019-05-28,26965380.9656,100.0,0.0,36.0813,38.1905,40.2997,36.52,38.5374,40.5548,35.8604,37.8041,39.7477,36.208,38.1585,40.109,-152.3542,36.71,36.71,36.3366,36.7055,-0.5762,-0.1232,-0.4529,-0.5549,-0.1016,-0.4533,-0.5303,-0.0827,-0.4476,-0.5209,-0.0532,-0.4677,103733800.0,36.764,36.0764,36.0073,38.8821,27.0547,11.3127,37.23,37.3,36.415,36.47,36.356,2597200,0.0,1.0,MAS
2019-05-24,29239765.1464,35.7143,0.0,36.3248,38.3335,40.3422,36.6744,38.6444,40.6144,36.0502,37.9133,39.7764,36.3166,38.233,40.1494,-93.4462,36.7124,36.7124,36.3358,36.7003,-0.5071,-0.085,-0.4221,-0.529,-0.101,-0.428,-0.481,-0.054,-0.427,-0.5176,-0.0631,-0.4544,106331000.0,41.545,36.1132,39.8141,38.3655,42.3793,27.4759,37.19,37.305,36.95,37.28,37.1635,2341300,0.0,1.0,MAS
2019-05-23,27228225.7098,42.8571,0.0,36.4435,38.3935,40.3435,36.8555,38.7381,40.6208,36.1584,37.9688,39.7792,36.428,38.284,40.14,-104.0759,36.7067,36.7067,36.3297,36.6953,-0.4941,-0.0932,-0.4009,-0.4887,-0.086,-0.4027,-0.4654,-0.052,-0.4134,-0.5016,-0.063,-0.4386,103989700.0,38.0346,37.4096,38.8034,40.4279,51.8544,42.3754,37.45,37.4878,36.86,36.9,36.7847,4724400,0.0,1.0,MAS
2019-05-22,31350571.0661,50.0,7.1429,36.5493,38.4235,40.2977,37.0218,38.8212,40.6207,36.2483,38.0008,39.7533,36.5188,38.3675,40.2162,-26.4392,36.7047,36.7047,36.3243,36.6877,-0.4316,-0.054,-0.3776,-0.4489,-0.0677,-0.3812,-0.4297,-0.0292,-0.4005,-0.5005,-0.0777,-0.4229,108714100.0,44.8071,42.8147,44.4215,41.6266,57.2945,57.2865,37.6,38.18,37.59,37.93,37.8115,1989900,0.0,1.0,MAS
2019-05-21,31047026.9983,57.1429,14.2857,36.5485,38.5265,40.5045,37.0216,38.9377,40.8539,36.1977,38.1139,40.03,36.5517,38.484,40.4163,-20.3143,36.6924,36.6924,36.3116,36.6786,-0.4504,-0.0863,-0.3641,-0.4619,-0.0977,-0.3643,-0.4521,-0.0589,-0.3932,-0.5071,-0.1036,-0.4034,110704000.0,45.8372,44.1849,45.7442,43.5449,61.6534,55.9013,37.84,38.34,37.747,38.07,37.951,2447400,0.0,1.0,MAS
2019-05-20,30828288.0438,64.2857,21.4286,36.558,38.6225,40.687,37.057,39.0328,41.0085,36.19,38.2085,40.2271,36.6028,38.574,40.5452,-56.6204,36.6786,36.6786,36.2972,36.6669,-0.4822,-0.1397,-0.3425,-0.4882,-0.1483,-0.3398,-0.4901,-0.1117,-0.3784,-0.5325,-0.1549,-0.3775,108256600.0,42.319,39.0945,41.5441,38.6201,64.4337,58.6959,37.39,37.89,37.339,37.67,37.5523,2441600,0.0,1.0,MAS
2019-05-17,30336423.071,71.4286,28.5714,36.6572,38.724,40.7908,37.1943,39.1363,41.0783,36.2719,38.3106,40.3493,36.7217,38.7025,40.6833,-55.5868,36.6686,36.6686,36.2867,36.6596,-0.4749,-0.1673,-0.3076,-0.4688,-0.166,-0.3028,-0.49,-0.1395,-0.3505,-0.5114,-0.1726,-0.3388,105815000.0,41.256,41.2282,43.0693,43.0358,58.1798,70.363,37.96,38.165,37.54,37.55,37.4327,2757200,0.0,1.0,MAS
2019-05-16,33005392.671,78.5714,35.7143,36.7796,38.8485,40.9174,37.2989,39.236,41.1731,36.3213,38.422,40.5228,36.7755,38.806,40.8365,-32.0351,36.6597,36.6597,36.2741,36.6466,-0.4466,-0.1808,-0.2657,-0.4652,-0.2039,-0.2613,-0.5032,-0.1876,-0.3156,-0.535,-0.2393,-0.2957,108572200.0,45.1867,43.8548,45.541,41.9546,41.8872,64.2423,37.86,38.49,37.86,38.16,38.0407,3417000,0.0,1.0,MAS
2019-05-15,33168106.9567,85.7143,42.8571,36.8394,38.94,41.0406,37.3413,39.3465,41.3517,36.3426,38.526,40.7095,36.8111,38.9465,41.0819,-80.6959,36.6447,36.6447,36.2582,36.6344,-0.466,-0.2454,-0.2205,-0.4869,-0.2766,-0.2103,-0.5453,-0.2766,-0.2687,-0.5472,-0.3114,-0.2358,105155200.0,42.6932,37.9848,35.5612,31.5853,26.5594,39.9342,37.0,37.97,36.93,37.86,37.7417,4725400,0.0,1.0,MAS
2019-05-14,29442310.8029,92.8571,0.0,36.9305,39.0705,41.2105,37.4981,39.484,41.4699,36.5067,38.696,40.8854,37.0657,39.13,41.1943,-108.8459,36.6324,36.6324,36.2514,36.6307,-0.4534,-0.2942,-0.1592,-0.4546,-0.3135,-0.1411,-0.4964,-0.2968,-0.1996,-0.4673,-0.3093,-0.158,100429800.0,38.2598,33.9789,35.6264,32.0803,18.7268,21.4852,37.08,37.645,36.94,37.35,37.2333,3219900,0.0,1.0,MAS
2019-05-13,28917078.888,100.0,7.1429,37.1529,39.2295,41.3061,37.7765,39.6348,41.493,36.7191,38.867,41.0149,37.3723,39.3075,41.2428,-152.4296,36.6252,36.6252,36.2445,36.6262,-0.3789,-0.2932,-0.0856,-0.3737,-0.3109,-0.0628,-0.4278,-0.3024,-0.1254,-0.3666,-0.2859,-0.0807,97209900.0,34.9617,30.3134,33.0035,32.5541,15.2132,18.2586,37.16,37.36,36.71,36.99,36.8744,4453500,0.0,1.0,MAS
2019-05-10,29533717.3495,100.0,14.2857,37.5344,39.403,41.2716,38.2088,39.8028,41.3968,37.0605,39.043,41.0256,37.743,39.475,41.207,-130.3078,36.6216,36.6216,36.2398,36.6208,-0.2416,-0.2292,-0.0123,-0.2359,-0.2509,0.015,-0.3106,-0.2608,-0.0498,-0.2409,-0.2317,-0.0092,101663400.0,40.2273,34.3525,35.4529,35.4066,19.4558,16.4365,37.63,38.01,37.13,37.94,37.8214,4946700,0.0,1.0,MAS
2019-05-09,25373992.3495,100.0,21.4286,37.7405,39.5215,41.3025,38.5394,39.9223,41.3051,37.3658,39.1914,41.0169,38.0653,39.6075,41.1497,-160.3224,36.6083,36.6083,36.2309,36.6107,-0.1595,-0.2045,0.045,-0.1228,-0.2005,0.0777,-0.1992,-0.2146,0.0154,-0.1249,-0.1736,0.0488,96716700.0,39.2434,34.9852,35.8649,37.3462,34.7879,10.9445,37.93,38.105,37.2,37.83,37.7118,6389900,0.0,1.0,MAS
2019-05-08,22867456.9904,35.7143,0.0,38.0101,39.6505,41.2909,38.921,40.038,41.155,37.7157,39.3384,40.9611,38.3643,39.7255,41.0868,-109.3146,36.596,36.596,36.2212,36.5974,-0.0413,-0.1374,0.0961,0.0136,-0.1142,0.1278,-0.0613,-0.1304,0.069,-0.0054,-0.0976,0.0922,103106600.0,41.8608,41.087,42.4775,43.8088,61.1996,30.9864,38.8,38.93,38.21,38.28,38.1604,4606400,0.0,1.0,MAS
2019-05-07,26578168.1015,42.8571,0.0,38.2165,39.749,41.2815,39.102,40.1225,41.143,37.8593,39.4394,41.0195,38.4737,39.815,41.1563,-38.6421,36.5791,36.5791,36.2012,36.5753,0.0644,-0.066,0.1304,0.1035,-0.0529,0.1564,0.0127,-0.0889,0.1016,0.0585,-0.0581,0.1166,107713000.0,45.6972,51.883,46.3253,53.3703,80.6803,62.4328,39.77,39.99,38.7,38.89,38.7685,4402500,0.0,1.0,MAS
2019-05-06,29683807.6364,50.0,7.1429,38.2962,39.847,41.3978,39.0927,40.1695,41.2463,37.9314,39.5229,41.1143,38.4703,39.8585,41.2468,27.1585,36.5559,36.5559,36.1761,36.5432,0.1363,-0.0106,0.1469,0.1089,-0.0607,0.1696,0.0572,-0.0666,0.1238,0.0405,-0.0906,0.1311,112115500.0,54.8857,53.4835,50.9618,52.0684,84.6141,90.1796,39.64,40.12,39.23,40.09,39.9647,3441800,0.0,1.0,MAS
2019-05-03,26474039.0971,57.1429,0.0,38.2826,39.88,41.4774,39.0913,40.2048,41.3183,37.96,39.5706,41.1812,38.4945,39.8865,41.2786,70.2968,36.5204,36.5204,36.1454,36.512,0.1038,-0.0457,0.1496,0.1009,-0.0839,0.1847,0.0592,-0.0813,0.1405,0.0301,-0.1236,0.1537,115557300.0,58.0467,58.2306,57.1782,54.3443,75.6261,89.4285,39.85,40.49,39.85,40.44,40.3136,2494000,0.0,1.0,MAS
2019-05-02,24369726.5971,64.2857,7.1429,38.283,39.864,41.445,39.0884,40.1953,41.3021,37.9534,39.5591,41.1649,38.4781,39.875,41.2719,-5.0803,36.481,36.481,36.1081,36.4785,0.0253,-0.1357,0.161,0.0515,-0.1542,0.2057,-0.0023,-0.1632,0.1608,-0.005,-0.1896,0.1846,113063300.0,53.022,50.5144,52.3948,49.243,61.948,74.2344,39.33,39.79,39.3,39.74,39.6158,2992500,0.0,1.0,MAS
2019-05-01,21987940.8828,71.4286,14.2857,38.2718,39.8565,41.4412,39.105,40.2028,41.3005,37.9631,39.5656,41.1682,38.5194,39.8955,41.2717,-32.7225,36.4482,36.4482,36.0761,36.4498,-0.0041,-0.199,0.195,0.0591,-0.1852,0.2443,-0.0248,-0.2264,0.2016,0.0033,-0.2287,0.232,110070800.0,49.5772,51.2682,49.7409,47.1334,47.576,63.2153,39.13,39.85,39.02,39.31,39.1872,3600200,0.0,1.0,MAS
2019-04-30,23072338.4732,78.5714,21.4286,38.2996,39.87,41.4404,39.0803,40.1933,41.3062,37.9753,39.5711,41.1669,38.5503,39.906,41.2617,-82.6735,36.4195,36.4195,36.0465,36.4229,0.0023,-0.2424,0.2447,0.0618,-0.2288,0.2906,-0.0246,-0.2828,0.2582,0.0342,-0.255,0.2892,106470600.0,47.4989,44.6171,45.0692,49.0255,35.2565,48.3942,39.33,39.33,38.56,39.06,38.9379,3938900,0.0,1.0,MAS
2019-04-29,21895783.9277,85.7143,0.0,38.3343,39.8825,41.4307,39.1526,40.2143,41.276,38.0543,39.5981,41.142,38.5746,39.916,41.2575,-85.9055,36.3929,36.3929,36.0212,36.3937,0.0359,-0.2695,0.3053,0.1172,-0.2306,0.3478,0.0229,-0.3061,0.329,0.0528,-0.3002,0.353,110409500.0,49.547,45.8462,45.4101,42.4867,29.3178,31.1185,38.72,39.44,38.6,39.33,39.2071,5240100,0.0,1.0,MAS
2019-04-26,18028091.0706,92.8571,7.1429,38.3318,39.8815,41.4312,39.1731,40.2198,41.2664,38.1269,39.6221,41.1173,38.7002,39.95,41.1998,-179.2313,36.3634,36.3634,35.9953,36.3703,0.0507,-0.322,0.3727,0.1751,-0.2303,0.4054,0.079,-0.3264,0.4055,0.1378,-0.2902,0.428,105169400.0,42.2702,42.3613,39.6932,36.1256,31.7911,26.2568,38.21,39.18,38.06,38.48,38.3597,7555200,0.0,1.0,MAS
2019-04-25,19916891.0706,100.0,14.2857,38.4573,39.9135,41.3697,39.1686,40.2189,41.2691,38.2453,39.6476,41.0499,38.8295,39.971,41.1126,-341.6999,36.3421,36.3421,35.9745,36.3518,0.1554,-0.2978,0.4532,0.2729,-0.1901,0.463,0.2046,-0.2825,0.4871,0.2963,-0.2043,0.5006,97614200.0,31.7286,41.9611,32.9294,44.2311,33.9168,30.5782,39.12,39.15,37.5,37.5,37.3828,9167100,0.0,1.0,MAS
2019-04-24,29083991.0706,85.7143,21.4286,38.8275,39.9675,41.1075,39.1609,40.2174,41.2738,38.5292,39.6921,40.855,38.7634,39.956,41.1487,-42.6069,36.3305,36.3305,35.9592,36.324,0.3865,-0.1411,0.5277,0.3968,-0.1137,0.5105,0.4188,-0.1389,0.5577,0.4015,-0.1501,0.5517,106781300.0,55.7446,59.2888,58.5248,54.301,30.256,38.5384,39.93,40.51,39.8516,39.99,39.865,3705500,0.0,1.0,MAS
2019-04-23,31232061.3074,0.0,28.5714,38.6621,39.9085,41.1549,38.9895,40.1459,41.3022,38.3406,39.6215,40.9025,38.5935,39.897,41.2006,-68.0344,36.2937,36.2937,35.9201,36.2878,0.4225,-0.1405,0.563,0.4107,-0.1282,0.5389,0.4468,-0.1456,0.5924,0.4476,-0.1416,0.5892,106781300.0,55.7446,55.9356,55.6435,50.5589,27.9383,32.6339,39.64,40.2401,39.64,39.99,39.865,4901800,0.0,1.0,MAS
2019-04-22,30416086.5812,0.0,35.7143,38.4965,39.845,41.1935,38.8076,40.0798,41.3521,38.1083,39.5457,40.9832,38.3593,39.831,41.3028,-110.0594,36.2566,36.2566,35.8827,36.2541,0.4621,-0.1359,0.5981,0.45,-0.121,0.571,0.4975,-0.1313,0.6288,0.5294,-0.0952,0.6246,101879500.0,52.1039,52.1365,51.8259,55.1894,32.1416,19.5959,39.96,39.96,39.38,39.7,39.5759,3053700,0.0,1.0,MAS
2019-04-18,30100186.5812,0.0,42.8571,38.2552,39.7725,41.2898,38.6525,40.0263,41.4002,37.9357,39.487,41.0383,38.2415,39.7745,41.3076,-36.5486,36.222,36.222,35.8476,36.2168,0.5356,-0.0965,0.6321,0.522,-0.0792,0.6012,0.5814,-0.0802,0.6617,0.5936,-0.0548,0.6484,104933200.0,57.2294,55.2975,58.8618,56.2356,44.8209,31.5851,40.03,40.16,39.7689,40.04,39.9149,4037500,0.0,1.0,MAS
2019-04-17,28540130.0503,0.0,50.0,38.1875,39.726,41.2645,38.6116,39.9973,41.3831,37.8116,39.4209,41.0301,38.0814,39.7,41.3186,13.626,36.1836,36.1836,35.8081,36.1785,0.587,-0.0692,0.6562,0.5861,-0.0349,0.621,0.6406,-0.0412,0.6817,0.6597,-0.0024,0.6621,100895700.0,56.647,65.2099,62.319,67.0217,49.6951,45.244,40.67,40.7,39.94,39.99,39.865,3123200,0.0,1.0,MAS
2019-04-16,31252382.6819,0.0,57.1429,38.0407,39.6545,41.2683,38.4993,39.9118,41.3244,37.6285,39.3259,41.0232,38.0172,39.61,41.2029,63.3604,36.1453,36.1453,35.7666,36.1334,0.649,-0.0244,0.6735,0.6043,-0.0254,0.6298,0.6893,-0.0027,0.692,0.6693,0.0066,0.6627,104018900.0,64.4723,65.6144,71.1642,67.0217,48.9974,57.6337,40.67,40.72,40.33,40.47,40.3435,2963100,0.0,1.0,MAS
2019-04-15,32088128.8358,7.1429,64.2857,37.9837,39.579,41.1743,38.4832,39.8533,41.2234,37.6098,39.2529,40.8959,38.0199,39.541,41.0622,71.053,36.1019,36.1019,35.7208,36.0878,0.67,-0.0096,0.6796,0.6168,-0.0193,0.6361,0.7017,0.009,0.6927,0.6718,0.0108,0.661,106982000.0,65.5229,65.0097,71.8931,66.6826,45.402,46.2077,40.6306,40.66,40.36,40.53,40.4033,2298900,0.0,1.0,MAS
2019-04-12,31781608.8358,0.0,71.4286,37.9666,39.51,41.0534,38.4495,39.7862,41.1228,37.6094,39.1784,40.7473,38.0141,39.4625,40.9109,75.2009,36.0574,36.0574,35.6741,36.0421,0.6809,-0.0011,0.682,0.6298,-0.0111,0.641,0.7043,0.0139,0.6904,0.6693,0.0109,0.6583,104683100.0,64.9033,66.0933,70.685,65.6791,53.3915,43.151,40.51,40.7202,40.23,40.46,40.3336,2186800,0.0,1.0,MAS
2019-04-11,31916511.0271,7.1429,78.5714,37.9407,39.436,40.9313,38.416,39.7076,40.9993,37.6087,39.1076,40.6066,38.0153,39.39,40.7647,65.9666,36.0131,36.0131,35.6283,35.9972,0.692,0.0097,0.6823,0.6312,-0.0126,0.6438,0.7106,0.0237,0.687,0.6686,0.013,0.6556,102496300.0,63.6018,63.0536,69.4369,63.7456,66.3273,46.8474,40.28,40.4,40.097,40.31,40.184,2579600,0.12,1.0,MAS
2019-04-10,30869346.6707,14.2857,85.7143,37.9104,39.366,40.8216,38.3813,39.6486,40.916,37.5979,39.0363,40.4747,38.0058,39.3265,40.6472,82.5732,35.9699,35.9699,35.5834,35.9542,0.7114,0.0315,0.6798,0.6563,0.0095,0.6469,0.7219,0.0409,0.6811,0.6814,0.0291,0.6523,105075900.0,65.0962,63.3831,70.3359,63.8909,81.4286,70.176,40.29,40.42,40.14,40.41,40.1641,2105400,0.0,1.0,MAS
2019-04-09,28914332.385,0.0,92.8571,37.9105,39.2935,40.6765,38.3879,39.6051,40.8224,37.6164,38.9665,40.3166,38.0372,39.2835,40.5298,103.6909,35.9253,35.9253,35.5376,35.9106,0.7156,0.0436,0.672,0.6769,0.0323,0.6445,0.7214,0.0506,0.6708,0.6869,0.0418,0.6451,102970500.0,63.8336,66.6158,72.1514,68.2234,86.4089,81.9583,40.59,40.62,40.23,40.25,40.0051,1575000,0.0,1.0,MAS
2019-04-08,30327793.9234,7.1429,100.0,37.9325,39.244,40.5555,38.4231,39.5481,40.6732,37.6877,38.9105,40.1333,38.1269,39.221,40.3151,163.7311,35.8818,35.8818,35.4905,35.8636,0.7269,0.0658,0.6611,0.6728,0.0364,0.6364,0.7012,0.043,0.6582,0.6533,0.0186,0.6346,104545500.0,73.0323,71.8932,74.9455,68.947,86.5559,92.1514,40.64,40.93,40.37,40.85,40.6014,1827400,0.0,1.0,MAS
2019-04-05,29022508.2092,14.2857,100.0,38.0807,39.1685,40.2563,38.546,39.4754,40.4048,37.8149,38.839,39.8631,38.2711,39.1515,40.0319,197.9427,35.8319,35.8319,35.4414,35.8155,0.6696,0.025,0.6446,0.6263,-0.001,0.6273,0.6508,0.0034,0.6474,0.5958,-0.0342,0.63,102718100.0,72.4172,71.175,73.6956,66.0004,81.3499,85.1169,40.2,40.825,40.185,40.75,40.502,3161900,0.0,1.0,MAS
2019-04-04,26601678.5217,21.4286,100.0,38.2798,39.093,39.9062,38.7005,39.3967,40.0929,37.9295,38.7548,39.58,38.325,39.0785,39.832,173.6047,35.7825,35.7825,35.3938,35.7715,0.5969,-0.0415,0.6384,0.5686,-0.059,0.6276,0.596,-0.0506,0.6466,0.5586,-0.0799,0.6385,99556200.0,68.1697,67.2948,69.3606,61.5325,79.4572,82.3995,39.62,40.3,39.62,40.12,39.8759,1979900,0.0,1.0,MAS
2019-04-03,25669960.8746,28.5714,100.0,38.372,39.0355,39.699,38.7868,39.3467,39.9065,37.9835,38.7073,39.431,38.3431,39.0571,39.7712,146.8573,35.7389,35.7389,35.3513,35.7328,0.5596,-0.0891,0.6487,0.5401,-0.1023,0.6423,0.5748,-0.0844,0.6592,0.562,-0.0965,0.6585,97576300.0,63.8171,64.2289,67.6983,63.1262,79.413,76.5332,39.74,39.94,39.43,39.59,39.3491,2995500,0.0,1.0,MAS
