,aroon_down,aroon_up,aroon_bandwidth,bbands_lower,bbands_upper,bbandwidth_100,cci,macd_hist,obv,rsi,sma_100,sma_20,stoch,today_value,crudeoil_open,dollar_open,fedfund_open,gold_open,treasury_3_month,treasury_10_year,tomorrow_value
2013-09-10,68.0,0.0,-68.0,74.3684,77.5756,4.221555309850999,188.4163,0.1748,48645548.0,61.0818,75.3993,75.972,85.7589,135.8314,96.6,82.045,99.58,1387.1,0.02,2.96,136.2528
2013-09-09,72.0,4.0,-68.0,74.3569,77.5961,4.263423558600371,147.0357,0.0894,46568297.0,56.6456,75.33,75.9765,80.4862,134.813,96.72,82.545,99.56,1391.1,0.02,2.9,135.8314
2013-09-06,76.0,8.0,-68.0,74.2878,77.7422,4.5443662435045615,59.7823,0.0086,44197487.0,49.7707,75.2723,76.015,69.6456,133.4961,96.87,82.92,99.5,1366.7,0.02,2.94,134.813
2013-09-05,80.0,12.0,-68.0,74.2128,77.9912,4.964915508133827,68.187,-0.0402,41978973.0,48.4552,75.2327,76.102,52.1775,133.2678,96.56,82.465,99.54,1391.2,0.02,2.98,133.4961
2013-09-04,84.0,16.0,-68.0,74.2006,78.1634,5.201753695098581,11.6249,-0.0973,43364552.0,48.6371,75.1844,76.182,33.2475,133.303,96.14,82.66,99.595,1411.6,0.02,2.9,133.2678
2013-09-03,88.0,20.0,-68.0,74.1811,78.3679,5.489121528164727,-53.3282,-0.17800000000000002,41964009.0,42.2984,75.1525,76.2745,21.481,132.1968,96.01,82.575,99.65,1394.0,0.02,2.86,133.303
2013-08-30,92.0,24.0,-68.0,74.2142,78.6298,5.777917353641619,-105.6681,-0.2239,39369980.0,37.2785,75.1285,76.422,20.8268,131.4242,96.25,82.28,99.66,1407.5,0.03,2.78,132.1968
2013-08-29,96.0,28.0,-68.0,74.367,78.821,5.8150768989738015,-91.793,-0.2304,41110537.0,39.6828,75.1065,76.594,31.9264,132.0036,96.95,81.785,99.655,1418.2,0.02,2.75,131.4242
2013-08-28,100.0,32.0,-68.0,74.5148,78.9722,5.8081791943291705,-117.7515,-0.2527,39264356.0,38.34,75.0724,76.7435,51.8151,131.7929,97.53,81.46,99.68,1417.0,0.03,2.78,132.0036
2013-08-27,100.0,36.0,-64.0,74.7543,78.9497,5.459064175297984,-122.8834,-0.2534,37932511.0,35.5649,75.0369,76.852,62.6765,131.35399999999998,96.76,81.65,99.67,1404.8,0.05,2.72,131.7929
2013-08-26,88.0,40.0,-48.0,75.092,78.852,4.88489320791977,-35.4824,-0.2072,39539928.0,44.9594,74.9995,76.972,56.87600000000001,133.5488,95.74,81.7,99.66,1398.1,0.04,2.79,131.35399999999998
2013-08-23,92.0,44.0,-48.0,75.1946,78.8639,4.763518250222003,-43.4196,-0.2438,40948026.0,47.1814,74.9524,77.0292,34.5216,133.9702,95.97,81.845,99.635,1375.8,0.03,2.82,133.5488
2013-08-22,96.0,48.0,-48.0,75.275,78.8965,4.698017920314659,-75.2385,-0.3073,40098282.0,44.5297,74.9001,77.0857,16.8902,133.5312,95.2,81.7,99.66,1366.3,0.03,2.9,133.9702
2013-08-21,100.0,52.0,-48.0,75.4005,78.899,4.534690348763517,-119.585,-0.3593,38826643.0,36.7448,74.8575,77.1497,7.0846,132.3724,95.64,81.2,99.7,1370.4,0.04,2.87,133.5312
2013-08-20,96.0,56.0,-40.0,75.6878,78.7917,4.01852933141896,-130.7343,-0.3481,39823527.0,39.8105,74.8179,77.2397,8.0533,133.0571,97.12,81.565,99.68,1365.2,0.04,2.82,132.3724
2013-08-19,100.0,60.0,-40.0,75.923,78.7265,3.625620273987483,-192.532,-0.3452,37956796.0,35.9963,74.7766,77.3247,17.1818,132.5304,97.1,81.615,99.69,1376.0,0.06,2.88,133.0571
2013-08-16,100.0,64.0,-36.0,76.3114,78.5541,2.896321579900997,-229.2074,-0.2868,39606898.0,39.7376,74.7366,77.4327,30.1242,133.3732,96.9,81.42,99.685,1365.0,0.05,2.84,132.5304
2013-08-15,100.0,68.0,-32.0,76.6148,78.4047,2.3092593572159394,-247.8182,-0.2254,40836878.0,41.5767,74.6922,77.5097,41.7274,133.7595,96.69,81.91,99.71,1335.4,0.05,2.77,133.3732
2013-08-14,0.0,72.0,72.0,76.9071,78.2304,1.7059716096827755,-37.2452,-0.1389,42338401.0,53.354,74.6403,77.5687,42.7363,135.7436,95.9,82.0,99.705,1320.7,0.05,2.71,133.7595
2013-08-13,0.0,76.0,76.0,76.8372,78.2613,1.8363825803490041,-4.4765,-0.1131,43331025.0,59.4421,74.579,77.5492,40.0921,136.5161,95.75,81.765,99.735,1335.6,0.06,2.71,135.7436
2013-08-12,0.0,80.0,80.0,76.7091,78.2874,2.036563429860305,-42.6632,-0.1165,39225336.0,56.2839,74.5117,77.4982,38.8892,135.9894,94.79,81.4,99.745,1313.8,0.06,2.61,136.5161
2013-08-09,0.0,84.0,84.0,76.6605,78.293,2.1070850978423286,0.3485,-0.0912,39886426.0,57.674,74.4531,77.4767,45.5049,136.165,94.16,81.32,0.0,1311.5,0.05,2.57,135.9894
2013-08-08,0.0,88.0,88.0,76.5604,78.3121,2.262120300324654,23.5608,-0.0635,41123188.0,60.7385,74.3886,77.4362,60.9607,136.5513,94.14,81.61,99.735,1286.0,0.05,2.58,136.165
2013-08-07,4.0,92.0,88.0,76.4692,78.2983,2.3636760713173404,-28.4096,-0.0469,40125099.0,58.2079,74.3236,77.3837,78.7964,136.0772,94.76,81.945,99.73,1281.9,0.05,2.61,136.5513
2013-08-06,8.0,96.0,88.0,76.1077,78.4748,3.062573747076003,58.3767,0.0004,40987389.0,61.9135,74.2652,77.2912,86.4997,136.5513,94.86,82.11,99.73,1302.9,0.04,2.67,136.0772
2013-08-05,0.0,100.0,100.0,75.82,78.5485,3.535049919543133,153.4066,0.0375,41814722.0,69.0154,74.205,77.1842,80.0218,137.3765,95.03,82.22,99.735,1311.6,0.05,2.67,136.5513
2013-08-02,4.0,100.0,96.0,75.4634,78.5871,4.0554260164206175,194.535,0.035,42450478.0,69.8064,74.1365,77.0252,62.9531,137.4643,95.87,82.605,99.7,1308.3,0.04,2.63,137.3765
2013-08-01,0.0,100.0,100.0,75.0841,78.6044,4.5810814855493405,235.8029,0.0122,41333197.0,69.0149,74.0663,76.8443,53.1279,137.2536,95.66,82.175,99.755,1324.0,0.04,2.74,137.4643
2013-07-31,0.0,76.0,76.0,74.5419,78.7146,5.445384336314837,61.8344,-0.0235,40349560.0,61.7158,73.999,76.6282,49.4297,135.6031,94.17,82.17,99.755,1326.5,0.04,2.6,137.2536
2013-07-30,0.0,80.0,80.0,74.0508,78.8607,6.291094058389367,30.1285,0.0067,39097717.0,61.5368,73.9386,76.4557,48.7691,135.56799999999998,94.37,82.09,99.75,1327.4,0.04,2.63,135.6031
2013-07-29,4.0,84.0,80.0,73.6674,78.9121,6.874715721781571,31.0094,0.0458,38203770.0,61.495,73.8755,76.2897,46.2972,135.5592,94.58,81.925,99.76,1333.9,0.03,2.61,135.56799999999998
2013-07-26,8.0,88.0,80.0,73.2155,78.9775,7.5719645450184965,41.3673,0.0942,40057995.0,64.4201,73.8111,76.0965,48.7879,135.9543,94.76,82.135,99.75,1334.6,0.03,2.58,135.5592
2013-07-25,12.0,92.0,80.0,72.9372,78.8928,7.845089903181176,50.7684,0.1304,38304303.0,63.7077,73.7432,75.915,62.6139,135.7787,94.17,82.6,99.725,1321.1,0.02,2.61,135.9543
2013-07-24,16.0,96.0,80.0,72.6056,78.8224,8.210898909052496,64.9389,0.1772,37675945.0,62.7377,73.6703,75.714,78.1164,135.5329,94.74,82.5,99.735,1345.9,0.03,2.61,135.7787
2013-07-23,20.0,100.0,80.0,72.1813,78.7907,8.755795776700324,82.8595,0.2419,39255887.0,66.1377,73.5949,75.486,86.689,136.0421,94.79,82.485,99.73,1335.2,0.02,2.53,135.5329
2013-07-22,24.0,100.0,76.0,71.69,78.725,9.354120267260575,91.2491,0.2863,41325552.0,68.0263,73.5148,75.2075,84.5004,136.32299999999998,95.75,82.92,99.745,1297.0,0.04,2.5,136.0421
2013-07-19,28.0,96.0,68.0,71.5506,78.4204,9.16150455754779,89.5494,0.3088,40485438.0,67.2668,73.4339,74.9855,81.8001,136.0772,96.25,83.21,99.745,1283.3,0.03,2.5,136.32299999999998
2013-07-18,32.0,100.0,68.0,71.4212,78.0968,8.929493438917056,99.8541,0.3262,39750331.0,66.5286,73.3458,74.759,83.0117,135.8314,95.78,83.015,99.745,1274.5,0.03,2.56,136.0772
2013-07-17,36.0,100.0,64.0,71.5154,77.7536,8.358332942539986,94.6525,0.3351,38884936.0,64.1702,73.2545,74.6345,88.6676,135.0588,95.62,82.89,99.73,1290.9,0.03,2.52,135.8314
2013-07-16,40.0,96.0,56.0,71.5853,77.5797,8.037274159487813,99.6178,0.3612,37480175.0,63.1285,73.1807,74.5825,92.3811,134.7252,95.25,83.48,99.715,1283.0,0.03,2.55,135.0588
2013-07-15,44.0,100.0,56.0,71.6573,77.3647,7.659808618861633,126.9999,0.3886,38877902.0,65.8416,73.1028,74.51100000000002,94.438,135.2344,95.54,83.445,99.695,1285.3,0.04,2.57,134.7252
2013-07-12,48.0,100.0,52.0,71.7801,77.0099,7.029773506284022,139.7932,0.3681,37590147.0,64.4727,73.0253,74.395,93.059,134.7427,94.64,83.2,99.705,1286.1,0.04,2.61,135.2344
2013-07-11,52.0,100.0,48.0,71.9014,76.7306,6.4981968889606545,170.2107,0.3323,35647323.0,64.378,72.9593,74.316,93.2022,134.7076,94.55,83.29,99.69,1265.3,0.04,2.6,134.7427
2013-07-10,56.0,40.0,-16.0,72.0362,76.3328,5.791775910062092,152.4596,0.2501,33050718.0,58.9419,72.8887,74.1845,88.2219,132.8289,93.97,84.915,99.67,1250.4,0.04,2.7,134.7076
2013-07-09,60.0,44.0,-16.0,72.0804,76.1906,5.5441724949585645,150.5654,0.2087,31507777.0,58.8328,72.8297,74.1355,81.0062,132.7938,94.02,85.1,99.665,1234.1,0.04,2.65,132.8289
2013-07-08,64.0,0.0,-64.0,72.0971,76.1549,5.474192590993713,108.2318,0.1298,29923867.0,55.7208,72.7699,74.126,70.6276,131.7929,94.2,85.0,99.64,1225.0,0.05,2.65,132.7938
2013-07-05,68.0,0.0,-68.0,72.0724,76.2206,5.594599879967365,48.6211,0.0547,28250864.0,53.4869,72.7152,74.1465,67.1278,131.1082,92.56,84.375,99.68,1254.9,0.04,2.73,131.7929
2013-07-03,72.0,4.0,-68.0,72.0699,76.1991,5.569876373348437,-8.7849,-0.0261,26998055.0,48.4047,72.6633,74.1345,70.4665,129.6684,92.64,84.105,99.705,1243.8,0.05,2.52,131.1082
2013-07-02,76.0,0.0,-76.0,72.0699,76.1991,5.569876373348437,-6.0077,-0.0652,25971256.0,47.9539,72.6199,74.1345,75.0288,129.5455,91.44,83.45,99.71,1254.6,0.03,2.48,129.6684
2013-07-01,80.0,4.0,-76.0,72.1045,76.2865,5.6364604322364595,2.0627,-0.1111,28388748.0,48.5732,72.5734,74.1955,72.5596,129.7386,90.96,83.62,99.72,1235.8,0.04,2.5,129.5455
2013-06-28,84.0,8.0,-76.0,72.1295,76.3955,5.7444874600235725,-37.6091,-0.1823,25600043.0,45.2933,72.5267,74.2625,58.1613,128.7729,91.32,83.405,99.735,1201.4,0.04,2.52,129.7386
2013-06-27,88.0,0.0,-88.0,72.2343,76.4407,5.658516899276949,-20.2994,-0.2213,27652928.0,47.6536,72.4849,74.3375,39.4223,129.5806,90.35,83.46,99.69,1225.3,0.06,2.49,128.7729
2013-06-26,92.0,4.0,-88.0,72.2451,76.6449,5.910134998992564,-66.2447,-0.3092,26141814.0,44.8088,72.4315,74.445,23.12,128.7202,89.64,83.08,99.655,1277.0,0.06,2.55,129.5806
2013-06-25,96.0,8.0,-88.0,72.3685,76.7525,5.879788896265449,-124.7504,-0.3717,22720299.0,40.6525,72.3906,74.5605,19.1527,127.5263,90.16,82.87,99.665,1281.7,0.06,2.6,128.7202
2013-06-24,100.0,12.0,-88.0,72.6249,76.8531,5.657287360012848,-205.6338,-0.3703,19678844.0,35.9069,72.3499,74.73899999999998,28.7908,126.2621,88.11,83.115,99.695,1296.3,0.06,2.57,127.5263
2013-06-21,100.0,16.0,-84.0,73.2242,76.6288,4.54391970798049,-173.377,-0.2644,23406233.0,41.4166,72.318,74.9265,49.2376,127.8709,90.96,82.155,99.73,1277.6,0.05,2.52,126.2621
2013-06-20,100.0,20.0,-80.0,73.5133,76.5957,4.106882332171945,-210.9474,-0.2065,20275444.0,39.8896,72.2759,75.0545,65.5674,127.4691,92.51,81.81,99.74,1351.2,0.05,2.41,127.8709
2013-06-19,64.0,24.0,-40.0,73.9415,76.4735,3.366685503440477,47.7985,-0.0764,23647813.0,49.859,72.2333,75.2075,70.8929,130.7882,94.6,80.86,99.785,1367.3,0.05,2.33,127.4691
2013-06-18,68.0,28.0,-40.0,73.91,76.672,3.6684331460599546,117.4284,-0.0594,25629691.0,56.8754,72.1725,75.291,62.2444,132.5525,94.11,80.81,99.78,1384.3,0.05,2.2,130.7882
2013-06-17,72.0,32.0,-40.0,73.8703,76.7677,3.846838115216618,45.0395,-0.1342,23563146.0,53.3768,72.0978,75.319,54.9571,131.5394,94.19,80.81,99.775,1390.1,0.05,2.19,132.5525
2013-06-14,76.0,36.0,-40.0,73.8473,76.9047,4.056198259392912,-26.2234,-0.1873,21466946.0,49.4363,72.0285,75.376,52.4491,130.4912,93.01,80.97,99.765,1384.8,0.05,2.14,131.5394
2013-06-13,80.0,40.0,-40.0,73.92399999999998,76.93,3.9853103000252292,-46.5109,-0.1998,23812227.0,52.6012,71.9642,75.42699999999998,62.6296,131.2948,92.34,81.05,99.72,1387.4,0.05,2.19,130.4912
2013-06-12,84.0,44.0,-40.0,73.9496,76.9954,4.035642121302461,-97.4101,-0.2552,21252024.0,44.9951,71.892,75.4725,69.8296,129.4256,92.43,81.31,99.715,1377.7,0.05,2.25,131.2948
2013-06-11,88.0,48.0,-40.0,74.1649,76.9351,3.6667107875579124,-62.6034,-0.2192,23368795.0,48.9487,71.8285,75.55,65.5406,130.4388,91.43,81.965,99.725,1385.9,0.05,2.2,129.4256
2013-06-10,92.0,52.0,-40.0,74.1947,76.9233,3.6112177238978815,4.8436,-0.2096,26374366.0,54.8949,71.7552,75.559,46.9737,131.7839,92.51,82.12,99.735,1383.0,0.05,2.22,130.4388
2013-06-07,0.0,56.0,56.0,74.1326,76.9274,3.7002515556732547,-29.8003,-0.2628,30056863.0,55.1373,71.67399999999998,75.53,29.583,131.8363,92.39,81.87,99.75,1412.7,0.04,2.17,131.7839
2013-06-06,0.0,60.0,60.0,74.0314,76.9416,3.8552588873507037,-154.4642,-0.3372,27127585.0,47.7065,71.5923,75.4865,21.8774,130.0196,91.4,82.83,99.75,1401.8,0.05,2.08,131.8363
2013-06-05,4.0,64.0,60.0,74.0983,76.9137,3.7287103011681335,-188.7954,-0.3314,24782666.0,42.8003,71.5216,75.506,23.7253,129.0064,90.94,83.095,99.745,1398.8,0.05,2.1,130.0196
2013-06-04,8.0,68.0,60.0,74.2461,76.8239,3.4127225789369118,-121.172,-0.2459,27027234.0,51.7373,71.4564,75.535,25.3319,131.0153,90.74,83.015,99.735,1411.2,0.04,2.14,129.0064
2013-06-03,0.0,72.0,72.0,74.0606,76.9144,3.7804934591819928,-140.4595,-0.218,29407148.0,53.8245,71.3748,75.4875,31.5774,131.4171,90.5,83.655,99.74,1388.8,0.05,2.13,131.0153
2013-05-31,4.0,76.0,72.0,73.8173,77.0167,4.242279592134396,-95.7282,-0.1914,27402683.0,50.6924,71.2889,75.417,32.7492,130.7358,89.94,83.335,99.765,1412.9,0.04,2.16,131.4171
2013-05-30,0.0,80.0,80.0,73.4582,77.2048,4.973483867970239,22.7969,-0.1068,29032278.0,61.7646,71.209,75.3315,35.5185,132.6748,90.59,83.865,99.755,1392.9,0.04,2.13,130.7358
2013-05-29,0.0,84.0,84.0,72.9357,77.3803,5.913675190931116,-15.0453,-0.0902,28142741.0,59.3112,71.1197,75.158,30.6777,132.0984,90.21,84.665,99.75,1380.9,0.05,2.13,132.6748
2013-05-28,0.0,88.0,88.0,72.6573,77.4107,6.334994802356266,74.5147,-0.0372,29905071.0,66.2489,71.0309,75.03399999999998,34.3818,133.1115,92.03,84.15,99.805,1387.5,0.05,2.15,132.0984
2013-05-24,0.0,92.0,92.0,72.3854,77.3536,6.635812981254043,-2.4008,-0.0235,28771475.0,62.4518,70.9369,74.8695,43.3794,132.1682,90.96,84.23,99.805,1391.0,0.04,2.01,133.1115
2013-05-23,0.0,96.0,96.0,72.0397,77.3773,7.144568556456105,16.8911,0.0401,30141060.0,63.6838,70.8321,74.7085,63.3911,132.3429,90.98,84.71,99.805,1368.4,0.05,2.02,132.1682
2013-05-22,4.0,100.0,96.0,71.7773,77.3237,7.439789136223105,85.7384,0.1128,32410397.0,66.9974,70.7155,74.5505,77.0035,132.8146,92.25,84.105,99.815,1374.6,0.04,2.03,132.3429
2013-05-21,8.0,100.0,92.0,71.5093,77.2167,7.675053454002672,111.9289,0.1768,34366495.0,73.7258,70.6033,74.363,85.6448,133.7055,93.46,84.2,99.815,1392.8,0.04,1.94,132.8146
2013-05-20,12.0,100.0,88.0,71.3388,76.9592,7.5798729585024605,130.435,0.1977,33404162.0,73.2365,70.4866,74.149,85.7508,133.5308,93.39,84.6,99.81,1362.1,0.05,1.97,133.7055
2013-05-17,16.0,100.0,84.0,71.0724,76.7316,7.65770885767638,132.2939,0.2105,33404162.0,73.2365,70.374,73.902,87.8556,133.5308,93.05,84.275,99.825,1387.2,0.04,1.95,133.5308
2013-05-16,20.0,96.0,76.0,70.8241,76.4539,7.645133692744338,117.3263,0.2002,32082744.0,69.7371,70.268,73.639,88.84200000000001,132.273,90.99,84.04,99.815,1395.0,0.03,1.87,133.5308
2013-05-15,24.0,100.0,76.0,70.4018,76.3472,8.102815010664477,139.5983,0.2277,33436015.0,74.1111,70.1754,73.3745,87.3707,132.8844,90.0,83.95,99.815,1424.8,0.04,1.94,132.273
2013-05-14,28.0,100.0,72.0,70.2499,75.9931,7.85432465143631,123.0537,0.2052,32021934.0,72.1159,70.0752,73.1215,86.2148,132.1333,92.08,83.52,99.82,1431.5,0.05,1.96,132.8844
2013-05-13,32.0,100.0,68.0,70.2838,75.6022,7.291172559395688,93.9126,0.1848,31295999.0,67.8948,69.9842,72.943,85.9854,130.7533,91.9,83.6,99.825,1450.0,0.05,1.92,132.1333
2013-05-10,36.0,96.0,60.0,70.1267,75.3813,7.222420760370561,103.7154,0.2072,33713228.0,68.0158,69.8944,72.75399999999998,90.936,130.7707,91.32,83.05,99.835,1458.1,0.04,1.9,130.7533
2013-05-09,40.0,100.0,60.0,70.2041,75.0909,6.726728380192035,120.0259,0.2149,32370953.0,66.5775,69.7967,72.6475,92.2416,130.3165,92.57,82.16,99.84,1472.9,0.04,1.81,130.7707
2013-05-08,44.0,100.0,56.0,70.2837,74.8403,6.279595380502196,147.1063,0.227,33165974.0,69.0161,69.7037,72.562,92.2286,130.7009,92.42,82.55,99.84,1452.6,0.04,1.81,130.3165
2013-05-07,48.0,100.0,52.0,70.4224,74.4846,5.606630459536122,141.6058,0.1969,32576245.0,67.0281,69.6125,72.4535,82.6671,130.0196,91.78,82.61,99.84,1470.6,0.04,1.82,130.7009
2013-05-06,52.0,100.0,48.0,70.4857,74.1553,5.074079963495832,139.91,0.165,31792493.0,64.9961,69.5247,72.3205,76.9593,129.3558,93.01,82.385,99.84,1471.0,0.04,1.8,130.0196
2013-05-03,56.0,100.0,44.0,70.5097,73.8773,4.664685878922632,153.5756,0.1324,30393046.0,63.7402,69.4365,72.1935,71.3144,128.954,90.76,82.385,99.855,1468.2,0.05,1.78,129.3558
2013-05-02,60.0,100.0,40.0,70.4803,73.6317,4.373542800044404,95.8278,0.0868,29441376.0,59.7135,69.3501,72.056,78.1709,127.7486,89.03,81.88,99.845,1459.1,0.05,1.66,128.954
2013-05-01,64.0,96.0,32.0,70.4438,73.4902,4.233051259605104,64.7775,0.0718,28632057.0,55.3789,69.2687,71.967,81.594,126.6132,88.0,81.93,99.85,1476.9,0.06,1.66,127.7486
2013-04-30,68.0,100.0,32.0,70.3445,73.4485,4.31731725466469,96.916,0.103,29556695.0,61.6311,69.1919,71.8965,85.7257,127.7661,91.45,82.44,99.855,1476.0,0.05,1.7,126.6132
2013-04-29,72.0,52.0,-20.0,70.3856,73.2724,4.018989544612912,92.8886,0.0721,28584074.0,60.1762,69.1069,71.829,86.8182,127.3643,90.24,82.64,99.85,1467.9,0.05,1.7,127.7661
2013-04-26,76.0,56.0,-20.0,70.3923,73.1187,3.799569370988981,61.1957,0.0357,27546114.0,57.0887,69.0256,71.7555,87.29899999999998,126.5433,90.92,82.905,99.845,1467.3,0.05,1.7,127.3643
2013-04-25,80.0,60.0,-20.0,70.3885,73.0425,3.700734150915786,94.9227,0.0184,28065603.0,58.523,68.9512,71.7155,82.1487,126.8228,89.6,83.1,99.84,1430.3,0.05,1.74,126.5433
2013-04-24,84.0,64.0,-20.0,70.3934,72.9256,3.533655691150515,70.6653,-0.0311,27464767.0,56.4931,68.8758,71.6595,64.3678,126.2638,88.16,83.33,99.835,1412.5,0.06,1.73,126.8228
2013-04-23,88.0,68.0,-20.0,70.387,72.85600000000002,3.4472888727547213,49.5434,-0.0789,23913286.0,56.3691,68.8007,71.6215,42.8835,126.2289,86.81,83.045,99.84,1425.4,0.05,1.74,126.2638
2013-04-22,92.0,72.0,-20.0,70.3307,72.7853,3.4302244333268304,-27.463,-0.1506,22163281.0,51.4939,68.721,71.558,27.6597,124.9013,86.37,83.0,99.835,1408.3,0.05,1.72,126.2289
2013-04-19,96.0,76.0,-20.0,70.3049,72.7801,3.4597616801202093,-74.3401,-0.1794,21107481.0,49.2781,68.652,71.5425,22.362,124.3423,87.0,82.8,99.84,1393.0,0.05,1.73,124.9013
2013-04-18,100.0,80.0,-20.0,70.2843,72.7837,3.49400285179075,-134.0419,-0.1827,19644681.0,43.6785,68.587,71.53399999999998,30.4646,123.0321,85.8,82.89,99.84,1376.1,0.05,1.72,124.3423
2013-04-17,68.0,84.0,16.0,70.4496,72.7344,3.191418035534683,-94.6976,-0.1018,27578383.0,47.4393,68.5214,71.592,42.32100000000001,124.0453,87.68,82.045,99.84,1371.4,0.06,1.73,123.0321
2013-04-16,72.0,88.0,16.0,70.4626,72.7304,3.1674732703414388,19.9583,-0.0296,29103414.0,55.5571,68.4486,71.5965,65.0364,125.897,87.56,82.66,99.84,1355.0,0.06,1.75,124.0453
2013-04-15,76.0,92.0,16.0,70.4359,72.6771,3.1320704618029,-29.9857,-0.0264,27756919.0,47.7202,68.3645,71.5565,80.2694,124.1501,87.55,82.555,99.83,1481.0,0.06,1.72,125.897
2013-04-12,80.0,96.0,16.0,70.4873,72.6847,3.0695946134719105,141.8727,0.076,29099536.0,65.5327,68.2777,71.586,88.5722,127.0499,91.76,82.475,99.83,1560.3,0.06,1.75,124.1501
2013-04-11,84.0,100.0,16.0,70.5669,72.5081,2.7135418486807548,222.0798,0.0572,31581896.0,67.7977,68.1711,71.5375,79.9682,127.3294,92.63,82.63,99.835,1559.0,0.07,1.82,127.0499
2013-04-10,0.0,100.0,100.0,70.7147,72.2093,2.0914611961602048,228.8142,-0.0005,30681182.0,66.1691,68.0653,71.462,66.1536,126.9102,92.09,82.51,99.83,1585.0,0.07,1.84,127.3294
2013-04-09,0.0,76.0,76.0,70.8797,71.9073,1.4393467192391558,114.9518,-0.0743,28460854.0,59.1316,67.9696,71.3935,48.389,125.3729,92.1,82.985,99.83,1572.4,0.06,1.78,126.9102
2013-04-08,0.0,80.0,80.0,70.8923,71.8617,1.3581405774969433,-5.9885,-0.1026,27722777.0,56.6581,67.885,71.377,40.7581,124.9187,91.47,82.99,99.83,1580.8,0.07,1.76,125.3729
2013-04-05,4.0,84.0,80.0,70.8725,71.8485,1.3677034213605552,-143.5594,-0.1193,27090910.0,52.1026,67.8021,71.3605,40.0363,124.1501,91.52,83.15,99.825,1554.0,0.07,1.72,124.9187
2013-04-04,0.0,88.0,88.0,70.8388,71.8652,1.438502074223561,-24.9919,-0.0981,28375195.0,55.5529,67.7229,71.352,53.3833,124.6392,92.73,83.305,99.825,1557.7,0.07,1.78,124.1501
2013-04-03,0.0,92.0,92.0,70.7505,71.8955,1.6053727409110605,-32.2024,-0.0921,26425269.0,52.6408,67.6494,71.32300000000002,65.1147,124.1501,94.46,83.43,99.815,1576.4,0.06,1.83,124.6392
2013-04-02,4.0,96.0,92.0,70.664,71.939,1.7881811743090839,117.2826,-0.054000000000000006,27969002.0,62.4034,67.593,71.3015,78.1337,125.4078,94.94,83.05,99.815,1600.1,0.07,1.88,124.1501
2013-04-01,8.0,100.0,92.0,70.4101,72.0179,2.257702137220206,82.7788,-0.0701,26370341.0,58.9685,67.5246,71.214,77.4323,124.7964,94.16,83.3,99.815,1598.1,0.08,1.86,125.4078
2013-03-28,12.0,100.0,88.0,70.0789,72.1701,2.940196416143524,102.5428,-0.0625,27606627.0,61.9728,67.4582,71.1245,70.0329,125.1458,94.04,83.605,99.82,1605.6,0.07,1.87,124.7964
2013-03-27,16.0,64.0,48.0,69.7748,72.2572,3.495550298524274,6.8533,-0.0742,26873829.0,60.477,67.3957,71.016,53.9596,124.8663,93.41,83.335,99.805,1601.0,0.09,1.87,125.1458
2013-03-26,20.0,68.0,48.0,69.5447,72.2943,3.877071891369794,47.3258,-0.0791,27659684.0,61.0343,67.3272,70.9195,49.2309,124.9362,92.72,83.22,99.8,1606.5,0.07,1.92,124.8663
2013-03-25,24.0,72.0,48.0,69.1251,72.4309,4.670660374692687,-49.6096,-0.0934,24910676.0,56.0512,67.2589,70.778,47.729,124.0103,91.98,82.47,99.8,1611.4,0.08,1.93,124.9362
2013-03-22,28.0,76.0,48.0,68.6537,72.6263,5.623725934314836,-32.2235,-0.0638,26141454.0,58.6808,67.1964,70.64,52.5976,124.3597,90.99,83.005,99.805,1616.4,0.07,1.93,124.0103
2013-03-21,32.0,80.0,48.0,68.5328,72.5822,5.739148921092734,-0.3195,-0.0412,25267355.0,56.9947,67.1301,70.5575,51.9747,123.4643,91.2,83.105,99.815,1607.5,0.07,1.95,124.3597
2013-03-20,36.0,84.0,48.0,68.3235,72.5845,6.047917790331295,80.5997,0.0066,25891057.0,64.9213,67.067,70.454,58.9316,124.4727,91.32,83.24,99.81,1614.0,0.07,1.96,123.4643
2013-03-19,40.0,88.0,48.0,68.2149,72.4611,6.0368506355028595,28.4446,0.0133,23331227.0,60.6254,67.0077,70.33800000000001,70.2119,123.6208,91.0,82.935,99.82,1606.1,0.07,1.92,124.4727
2013-03-18,44.0,92.0,48.0,68.1948,72.3852,5.961587708066576,52.9921,0.0626,24538998.0,63.1155,66.9529,70.29,81.1485,123.9164,91.15,82.87,99.82,1597.4,0.07,1.96,123.6208
2013-03-15,48.0,96.0,48.0,68.1476,72.2714,5.873564118815834,87.4524,0.1088,26178009.0,69.1674,66.9078,70.2095,86.2224,124.5944,91.95,82.785,99.805,1591.4,0.09,2.01,123.9164
2013-03-14,52.0,100.0,48.0,68.1554,72.0726,5.58690133211626,100.5191,0.1239,27713640.0,70.7834,66.8605,70.11399999999999,87.3837,124.7683,91.55,83.16,99.81,1588.5,0.1,2.04,124.5944
2013-03-13,56.0,100.0,44.0,68.1939,71.8231,5.183941949906079,87.9258,0.1182,26372711.0,68.1584,66.8091,70.0085,91.1038,124.1076,91.65,82.825,99.815,1593.7,0.09,2.04,124.7683
2013-03-12,60.0,100.0,40.0,68.2103,71.6277,4.887655715899828,99.6,0.1289,25459168.0,67.4436,66.7548,69.919,93.7977,123.9337,92.0,82.915,99.815,1582.4,0.1,2.03,124.1076
