,aroon_Aroon Down,aroon_Aroon Up,bbands_close_Real Lower Band,bbands_close_Real Middle Band,bbands_close_Real Upper Band,cci_CCI,macd_close_MACD_Hist,obv_OBV,rsi_close_RSI,sma_close_100_SMA,sma_close_20_SMA,stoch_SlowD,stock_time_series_adjusted_adjusted_close,crudeoil_Open,dollar_Open,fedfund_Open,gold_Open,treasury_3 MO,treasury_10 YR
2015-11-30,64.0,28.0,187.1536,191.03,194.9064,57.6378,-0.1039,24562158.0,56.118,186.6837,191.03,74.5581,175.6983,48.0,100.275,99.075,1056.0,0.22,2.21
2015-11-27,68.0,32.0,187.1113,190.9895,194.8677,75.9455,-0.0607,26113114.0,59.5094,186.6485,190.9895,80.2984,176.4144,49.48,100.075,99.07,1070.6,0.18,2.22
2015-11-25,0.0,36.0,187.108,190.9585,194.80900000000003,73.7629,-0.0854,25218652.0,58.9482,186.6021,190.9585,83.4987,176.2399,49.76,99.76,99.065,1074.8,0.19,2.23
2015-11-24,4.0,40.0,187.1056,190.9405,194.7754,50.6777,-0.1179,25977353.0,59.1888,186.59,190.9405,88.4453,176.295,49.16,99.95,99.08,1067.6,0.16,2.24
2015-11-23,8.0,44.0,186.9521,190.8095,194.6669,56.4452,-0.1859,24405362.0,58.3739,186.5656,190.8095,86.6261,176.0104,47.27,99.84,99.08,1072.7,0.14,2.25
2015-11-20,12.0,48.0,186.853,190.7125,194.572,58.8912,-0.2676,25713472.0,59.1522,186.5498,190.7125,79.0993,176.2124,47.27,99.35,99.085,1080.3,0.12,2.26
2015-11-19,0.0,52.0,186.8036,190.627,194.4504,26.9773,-0.4188,24395836.0,57.4521,186.5332,190.627,59.1162,175.5605,47.58,99.66,99.085,1069.8,0.11,2.24
2015-11-18,0.0,56.0,186.5169,190.4745,194.4321,-0.4028,-0.5748,26550872.0,57.7665,186.5094,190.4745,38.7463,175.6524,47.37,99.925,99.095,1070.3,0.12,2.27
2015-11-17,4.0,60.0,185.5552,190.157,194.7588,-80.0483,-0.8093,23692252.0,50.0791,186.4797,190.157,19.2631,172.8705,47.19,99.69,99.09,1082.4,0.14,2.25
2015-11-16,8.0,64.0,185.1937,190.0515,194.9093,-151.2697,-0.8327,25572173.0,50.73,186.521,190.0515,13.9047,173.0817,46.78,99.29,99.11,1087.9,0.15,2.27
2015-11-13,12.0,68.0,184.8748,189.9465,195.0182,-232.583,-0.8523,23885094.0,42.0665,186.56,189.9465,16.1454,170.465,47.17,98.86,99.04,1083.6,0.14,2.28
2015-11-12,0.0,72.0,184.9861,189.973,194.9599,-163.4589,-0.5537,27109054.0,48.0386,186.6335,189.973,26.12,172.4573,47.87,99.085,99.045,1085.7,0.14,2.32
2015-11-11,0.0,76.0,184.5626,189.8535,195.1444,-33.3348,-0.2865,29563939.0,56.8447,186.6992,189.8535,35.5172,174.7985,49.5,99.38,99.035,1089.4,0.135,2.32
2015-11-10,0.0,80.0,183.3415,189.4695,195.5975,-15.816,-0.1326,30678676.0,59.7566,186.738,189.4695,47.20399999999999,175.4687,49.79,99.285,99.055,1091.7,0.13,2.32
2015-11-09,0.0,84.0,182.5043,189.092,195.6797,6.8739,0.012,29421216.0,58.7899,186.7653,189.092,58.6926,175.1382,50.17,99.59,99.01,1089.9,0.14,2.36
2015-11-06,0.0,88.0,181.9991,188.794,195.5889,61.9103,0.2403,31549025.0,66.1695,186.8075,188.794,71.0782,176.7908,49.75,98.25,99.11,1104.1,0.08,2.34
2015-11-05,4.0,92.0,181.5944,188.395,195.1956,83.2127,0.363,33721624.0,66.5141,186.8126,188.395,77.6725,176.8643,51.02,98.205,99.125,1107.6,0.05,2.26
2015-11-04,8.0,96.0,181.2755,187.987,194.6985,104.2581,0.483,35906738.0,67.4931,186.8136,187.987,80.7511,177.0846,51.07,97.58,99.14,1117.7,0.05,2.25
2015-11-03,0.0,100.0,180.8164,187.4865,194.1566,120.7785,0.5736,37693420.0,69.6756,186.801,187.4865,80.6731,177.5896,51.95,97.21,99.155,1133.7,0.06,2.23
2015-11-02,4.0,100.0,180.2872,186.8825,193.4778,108.9936,0.5801,33773067.0,68.631,186.7918,186.8825,84.0327,177.0295,51.32,97.055,99.225,1142.2,0.08,2.2
2015-10-30,8.0,100.0,180.00599999999997,186.3395,192.673,95.9418,0.5720000000000001,31369584.0,64.4134,186.8029,186.3395,86.5835,174.9546,51.28,97.5,99.255,1147.8,0.08,2.16
2015-10-29,12.0,100.0,178.917,185.749,192.581,124.6481,0.7113,33381143.0,68.0604,186.8306,185.749,87.669,175.8452,51.02,97.935,99.28,1158.2,0.07,2.19
2015-10-28,16.0,100.0,177.5073,184.9825,192.4577,135.2508,0.7474,35160149.0,68.3196,186.8259,184.9825,88.0438,175.9094,48.74,97.26,99.36,1167.1,0.04,2.1
2015-10-27,20.0,92.0,176.3272,184.188,192.0488,120.1201,0.7101,32908252.0,64.3582,186.821,184.188,85.1239,173.8896,49.16,97.085,99.37,1163.0,0.03,2.05
2015-10-26,24.0,96.0,174.3236,183.338,192.3524,162.9275,0.7925,34350657.0,65.64,186.85,183.338,82.0719,174.2293,49.58,97.46,99.345,1163.8,0.02,2.07
2015-10-23,28.0,100.0,172.7562,182.465,192.1738,206.5417,0.8001,35501110.0,67.1504,186.8792,182.465,77.9674,174.6424,50.13,96.81,99.355,1165.9,0.01,2.09
2015-10-22,32.0,100.0,172.4683,181.792,191.1157,145.0992,0.6823,33876779.0,63.6081,186.9197,181.792,82.7796,172.7603,50.48,95.23,99.385,1166.8,0.0,2.04
2015-10-21,36.0,96.0,172.153,181.2275,190.302,69.9813,0.6318,32378486.0,56.8662,186.9754,181.2275,90.0669,169.8224,50.3,95.075,99.365,1175.5,0.01,2.04
2015-10-20,40.0,100.0,171.8028,180.8505,189.8982,92.8347,0.8124,33935367.0,60.8225,187.0651,180.8505,87.7935,170.9333,50.6,95.16,99.385,1170.6,0.02,2.08
2015-10-19,44.0,100.0,171.6318,180.429,189.2262,91.5416,0.9001,35086556.0,61.612,187.1382,180.429,76.2862,171.1536,51.1,94.85,99.36,1176.9,0.02,2.04
2015-10-16,48.0,100.0,171.7563,180.113,188.4697,90.6483,0.9337,34317658.0,61.1831,187.2216,180.113,62.6898,170.9516,51.42,94.835,99.385,1182.5,0.01,2.04
2015-10-15,52.0,20.0,171.9319,179.8095,187.6871,74.1711,0.9285,33076411.0,59.76,187.30900000000003,179.8095,65.8602,170.2631,50.59,94.21,99.42,1184.0,0.01,2.04
2015-10-14,56.0,24.0,172.0895,179.6915,187.2935,56.871,0.919,30553275.0,54.0443,187.3861,179.6915,77.4218,167.7474,51.08,94.98,99.36,1168.2,0.0,1.99
2015-10-13,60.0,28.0,172.0554,179.7345,187.4136,82.0967,1.1095,31737387.0,56.3782,187.5116,179.7345,89.8504,168.537,51.73,95.12,99.335,1162.8,0.01,2.06
2015-10-12,64.0,32.0,172.1045,179.655,187.2055,107.2113,1.24,32759736.0,59.8084,187.6328,179.655,94.2245,169.6663,53.41,95.035,99.31,1155.0,0.01,2.09
2015-10-09,68.0,36.0,172.2242,179.39700000000005,186.5698,131.5674,1.2303,31874646.0,59.3981,187.7358,179.39700000000005,94.4176,169.4643,54.03,95.55,99.31,1138.1,0.01,2.12
2015-10-08,72.0,40.0,172.3968,179.18400000000003,185.9712,140.6967,1.1496,30223608.0,59.2225,187.8423,179.18400000000003,94.6404,169.3725,52.3,95.77,99.355,1145.0,0.0,2.12
2015-10-07,76.0,44.0,172.5946,178.9385,185.2824,125.3254,0.9549,27114057.0,56.4019,187.9508,178.9385,92.5708,167.8943,52.8,95.835,99.33,1146.5,0.0,2.08
2015-10-06,80.0,48.0,172.6411,178.7235,184.8059,92.202,0.7525,25420246.0,53.5876,188.0694,178.7235,86.1262,166.4988,50.89,96.385,99.36,1134.7,0.0,2.05
2015-10-05,84.0,52.0,172.6517,178.7065,184.7613,82.8184,0.5488,26745597.0,54.9085,188.2012,178.7065,69.7812,167.0589,49.8,96.22,99.39,1137.0,0.01,2.07
2015-10-02,88.0,56.0,172.4978,178.433,184.3682,-23.7029,0.1462,24696457.0,48.7339,188.3068,178.433,49.0979,164.1117,49.16,96.47,99.285,1112.5,0.0,1.99
2015-10-01,92.0,60.0,172.5139,178.459,184.4041,-60.407,-0.1493,22389302.0,42.9738,188.4439,178.459,29.6809,161.7706,50.51,96.65,99.355,1114.5,0.0,2.05
2015-09-30,96.0,64.0,172.7462,178.605,184.4638,-80.3276,-0.3158,18440879.0,41.8072,188.6121,178.605,21.5417,161.3207,49.55,96.235,99.36,1127.2,0.0,2.06
2015-09-29,0.0,68.0,172.7266,178.5985,184.4704,-159.9712,-0.4728,14317296.0,33.2401,188.7945,178.5985,20.8022,158.2818,49.64,96.23,99.34,1131.4,0.01,2.05
2015-09-28,4.0,0.0,173.8092,179.03400000000005,184.2588,-189.2915,-0.3155,11097762.0,32.991,188.9849,179.03400000000005,20.9953,158.1991,49.77,96.58,99.285,1145.0,0.01,2.1
2015-09-25,8.0,0.0,175.0948,179.5545,184.0142,-113.5508,0.0003,14830657.0,39.8103,189.1685,179.5545,17.9673,162.2847,50.19,96.58,99.28,1151.0,0.0,2.17
2015-09-24,12.0,0.0,175.38299999999995,179.8525,184.322,-142.704,0.0793,18266915.0,40.0174,189.3153,179.8525,14.8781,162.3949,49.36,96.445,99.29,1130.0,0.01,2.13
2015-09-23,16.0,0.0,175.6099,179.9265,184.2431,-117.9742,0.2148,20829268.0,40.9236,189.4835,179.9265,19.381,162.8998,51.11,96.75,99.28,1123.8,0.01,2.16
2015-09-22,20.0,4.0,174.0581,179.6325,185.2069,-126.9807,0.3856,22499518.0,41.4304,189.6402,179.6325,34.3546,163.1936,49.89,96.25,99.27,1132.6,0.0,2.14
2015-09-21,24.0,8.0,173.31799999999996,179.428,185.538,6.3792,0.6226,24968995.0,45.2523,189.7737,179.428,56.3652,165.3512,49.93,95.6,99.26,1138.7,0.01,2.2
2015-09-18,28.0,12.0,173.3307,179.475,185.6193,25.594,0.7402,26436582.0,45.3018,189.9029,179.475,69.6456,164.5082,50.35,94.89,99.28,1130.0,0.0,2.13
2015-09-17,32.0,16.0,172.8576,179.817,186.7764,151.7539,0.8957,29641768.0,50.3519,190.0397,179.817,70.3336,167.2115,50.94,95.565,99.135,1118.7,0.01,2.21
2015-09-16,36.0,20.0,171.8096,180.2115,188.6134,140.6479,0.8033,32748006.0,51.2116,190.1409,180.2115,60.4469,167.6499,51.15,95.985,99.115,1104.4,0.06,2.3
2015-09-15,40.0,24.0,170.7717,180.658,190.5443,82.4578,0.5788,30649132.0,48.5075,190.245,180.658,54.6677,166.1978,49.33,95.75,99.185,1107.1,0.07,2.28
2015-09-14,44.0,28.0,169.9411,181.2135,192.4859,27.6087,0.376,29007598.0,44.2878,190.3611,181.2135,55.5138,164.0607,49.28,95.385,99.185,1107.0,0.07,2.18
2015-09-11,48.0,32.0,169.6508,181.8325,194.0142,32.4129,0.3031,29912922.0,45.2893,190.4956,181.8325,55.7299,164.6818,50.0,95.685,99.17,1110.2,0.04,2.2
2015-09-10,52.0,0.0,169.5514,182.3805,195.2096,18.1977,0.1376,27727962.0,43.9921,190.6138,182.3805,56.4727,163.9968,49.0,96.095,99.165,1105.7,0.02,2.23
2015-09-09,56.0,4.0,169.628,182.9765,196.325,10.2178,-0.0151,25953527.0,42.2984,190.7414,182.9765,49.6628,163.0835,50.2,96.14,99.17,1121.0,0.03,2.21
2015-09-08,60.0,8.0,169.954,183.614,197.274,2.53,-0.1087,28079076.0,45.4098,190.8616,183.614,47.1906,165.3119,50.15,96.49,99.2,1123.0,0.06,2.2
2015-09-04,64.0,0.0,170.0145,184.218,198.4215,-65.0859,-0.4505,25830540.0,37.5019,190.9798,184.218,46.5874,161.1839,50.68,96.68,99.215,1124.5,0.02,2.13
2015-09-03,68.0,4.0,170.9231,184.927,198.9309,-30.8734,-0.4514,28148193.0,40.8843,191.1439,184.927,55.5794,163.7228,51.56,96.3,99.19,1133.2,0.02,2.18
2015-09-02,72.0,8.0,171.5188,185.522,199.5252,-55.8713,-0.6533,25728021.0,40.6159,191.2714,185.522,69.8943,163.5858,50.8,95.74,99.185,1139.0,0.03,2.2
2015-09-01,76.0,12.0,172.19099999999997,186.198,200.205,-83.2473,-0.8623,23304012.0,34.056,191.3969,186.198,77.0268,160.3528,52.43,96.16,99.16,1133.8,0.03,2.17
2015-08-31,80.0,16.0,173.6899,187.0175,200.3451,-39.5174,-0.7223,31835778.0,40.5544,191.5665,187.0175,69.9058,165.4032,50.03,96.42,99.195,1132.7,0.08,2.21
2015-08-28,84.0,20.0,174.3481,187.5795,200.8109,-35.4382,-0.9639,33758728.0,42.7602,191.6703,187.5795,50.1982,166.8736,49.35,96.1,99.255,1124.4,0.06,2.19
2015-08-27,88.0,0.0,174.8596,188.091,201.3224,-53.2418,-1.3975,33758728.0,42.7602,191.7497,188.091,29.1899,166.8736,46.02,95.505,99.255,1125.0,0.06,2.18
2015-08-26,92.0,0.0,175.4444,188.61900000000003,201.7936,-119.9335,-1.9409,26589916.0,34.4328,191.8222,188.61900000000003,15.8316,162.8917,45.27,94.105,99.29,1139.6,0.06,2.18
2015-08-25,96.0,0.0,176.93,189.3635,201.797,-191.0232,-2.1752,19503775.0,16.8982,191.9434,189.3635,9.7346,156.6723,44.82,93.88,99.28,1154.8,0.07,2.12
2015-08-24,100.0,0.0,180.9854,190.3805,199.7756,-304.8515,-1.6542,27636012.0,18.3067,192.1194,190.3805,18.4682,158.5993,45.77,95.235,99.23,1159.2,0.06,2.01
2015-08-21,100.0,4.0,185.7053,191.177,196.6487,-325.3393,-0.8879,39960909.0,25.1025,192.2687,191.177,39.8169,165.3393,46.94,96.125,99.155,1152.9,0.03,2.05
2015-08-20,100.0,8.0,188.741,191.6585,194.576,-268.9677,-0.337,46106842.0,34.7187,192.3503,191.6585,65.8735,170.755,47.14,96.805,99.145,1132.6,0.02,2.09
2015-08-19,80.0,12.0,189.9445,191.944,193.9435,-60.4495,-0.0313,50302530.0,45.7151,192.3894,191.944,79.5527,174.4173,49.38,97.265,99.075,1116.7,0.05,2.12
2015-08-18,84.0,16.0,189.9833,192.0845,194.1857,60.0994,0.0518,52074461.0,51.451,192.3649,192.0845,78.3536,175.8054,49.29,97.2,99.08,1116.7,0.07,2.2
2015-08-17,88.0,20.0,189.8828,192.168,194.4532,30.4895,0.0263,53098267.0,53.8879,192.3213,192.168,67.714,176.3443,49.88,96.885,99.07,1113.2,0.1,2.16
2015-08-14,92.0,24.0,189.7002,192.2605,194.8208,-19.8876,-0.0756,51171932.0,49.8911,192.2765,192.2605,62.3274,175.3671,50.09,96.655,99.045,1114.9,0.09,2.2
2015-08-13,0.0,28.0,189.6084,192.402,195.1956,-28.3732,-0.1217,50429481.0,46.9374,192.2703,192.402,56.1176,174.6913,50.0,96.69,99.08,1125.0,0.1,2.19
2015-08-12,0.0,32.0,189.6664,192.569,195.4716,-90.6318,-0.1088,51585423.0,47.678,192.2827,192.569,51.9636,174.88299999999995,50.5,97.495,99.14,1108.0,0.1,2.14
2015-08-11,0.0,36.0,189.7827,192.6515,195.5203,-49.4879,-0.0999,47826715.0,47.05,192.3063,192.6515,41.6468,174.7278,49.96,97.54,99.035,1103.6,0.1,2.15
2015-08-10,4.0,40.0,189.9351,192.7465,195.5579,41.1847,-0.06,52823052.0,53.2264,192.3142,192.7465,36.0197,176.3443,49.7,97.985,99.02,1092.8,0.12,2.24
2015-08-07,8.0,44.0,189.8992,192.7105,195.5218,-114.9722,-0.1717,51476322.0,43.8721,192.3133,192.7105,36.988,174.1342,50.86,98.215,99.045,1089.0,0.06,2.18
2015-08-06,12.0,48.0,189.8098,192.689,195.5682,-67.4356,-0.0897,53330372.0,45.6226,192.3139,192.689,44.87300000000001,174.5908,50.47,98.29,99.025,1084.0,0.04,2.23
2015-08-05,16.0,52.0,189.0015,192.523,196.0445,6.1167,-0.0033,54651604.0,51.1996,192.316,192.523,60.4979,175.9333,51.41,98.415,99.01,1086.9,0.08,2.28
2015-08-04,20.0,56.0,188.1239,192.2665,196.4091,-48.9739,-0.0162,53281752.0,48.5371,192.2776,192.2665,73.8236,175.3214,51.09,97.945,99.095,1085.1,0.08,2.23
2015-08-03,24.0,60.0,188.0116,192.2055,196.3994,-46.0877,0.0313,54883419.0,49.973,192.2575,192.2055,81.1427,175.6685,51.98,97.67,99.155,1094.5,0.08,2.16
2015-07-31,28.0,64.0,187.7211,192.067,196.4129,9.4002,0.0642,57965084.0,52.2389,192.2094,192.067,70.9378,176.2164,53.02,97.79,99.135,1087.8,0.08,2.2
2015-07-30,32.0,68.0,187.5213,191.926,196.3307,-2.7057,0.049,59402326.0,53.4772,192.1597,191.926,49.7827,176.5178,53.88,97.64,99.1,1095.2,0.07,2.28
2015-07-29,36.0,72.0,187.3605,191.7755,196.1905,5.8271,-0.0141,58477914.0,53.3839,192.1381,191.7755,26.5363,176.4904,52.93,97.035,99.13,1094.5,0.06,2.29
2015-07-28,40.0,76.0,187.0177,191.555,196.0923,-49.9728,-0.1115,56006665.0,49.0865,192.1087,191.555,14.3721,175.2483,52.7,96.97,99.135,1093.9,0.05,2.26
2015-07-27,44.0,80.0,186.6353,191.378,196.1207,-88.5198,-0.1202,55075356.0,40.4681,192.1202,191.378,16.2562,173.1478,52.68,97.705,99.125,1098.9,0.05,2.23
2015-07-24,48.0,0.0,186.83,191.5195,196.209,-32.1515,0.1088,56820974.0,43.69300000000001,192.1526,191.5195,31.0948,174.1342,53.62,97.6,99.1,1089.6,0.04,2.27
2015-07-23,52.0,4.0,186.9189,191.607,196.2951,29.0085,0.3533,58410107.0,50.6714,192.1823,191.607,53.2599,175.9698,54.27,97.925,99.09,1094.1,0.03,2.28
2015-07-22,56.0,8.0,186.918,191.624,196.33,56.9795,0.5076,59309377.0,55.1916,192.2002,191.624,74.9791,176.9836,55.22,97.775,99.1,1100.3,0.04,2.33
2015-07-21,60.0,12.0,186.8846,191.655,196.4254,83.01,0.5982,60503161.0,56.8023,192.1943,191.655,89.3106,177.3306,54.5,98.49,99.07,1098.5,0.03,2.35
2015-07-20,64.0,16.0,186.8789,191.66,196.4411,117.647,0.6558,61275543.0,60.1028,192.1913,191.66,94.6331,178.0338,54.89,98.375,99.09,1132.4,0.04,2.38
2015-07-17,68.0,20.0,186.9521,191.6055,196.2589,135.6265,0.6182,60172077.0,59.8496,192.1828,191.6055,94.8864,177.9516,55.23,98.155,99.13,1144.3,0.03,2.34
2015-07-16,72.0,24.0,186.9401,191.612,196.2839,149.906,0.5218,59299996.0,59.2357,192.1773,191.612,93.5733,177.7416,55.76,97.735,99.13,1148.9,0.02,2.36
2015-07-15,76.0,28.0,187.0159,191.5345,196.0531,113.187,0.3564,58350455.0,55.1369,192.1684,191.5345,83.9486,176.3899,57.29,97.205,99.155,1156.0,0.02,2.36
2015-07-14,80.0,32.0,187.021,191.5145,196.008,103.028,0.2238,59525213.0,55.4166,192.1748,191.5145,64.5036,176.463,56.3,97.42,99.12,1157.9,0.01,2.41
2015-07-13,84.0,36.0,187.0088,191.4345,195.8602,56.7721,-0.0031,58396298.0,53.0679,192.1687,191.4345,47.1718,175.6867,56.38,96.5,99.155,1165.0,0.02,2.44
2015-07-10,88.0,40.0,187.0095,191.4415,195.8735,-27.7971,-0.2657,57370192.0,46.5109,192.1724,191.4415,41.2151,173.7414,57.0,96.89,99.2,1159.7,0.01,2.42
2015-07-09,92.0,44.0,187.1031,191.626,196.1489,-81.6506,-0.4331,55721557.0,37.3982,192.197,191.626,48.6199,171.5587,56.2,96.785,99.235,1157.0,0.03,2.32
2015-07-08,96.0,48.0,187.6709,191.9,196.1291,-106.8122,-0.4091,53496653.0,35.9569,192.2424,191.9,48.5337,171.2482,55.7,97.3,99.225,1154.5,0.02,2.22
2015-07-07,100.0,52.0,188.3297,192.0775,195.8253,-79.362,-0.2921,55370678.0,45.1565,192.2828,192.0775,42.0991,174.2072,56.12,96.9,99.18,1169.8,0.02,2.27
2015-07-06,88.0,56.0,188.37,192.0955,195.821,-100.226,-0.4023,51863210.0,40.0098,192.2732,192.0955,28.0559,173.1387,58.02,96.98,99.205,1173.3,0.02,2.3
2015-07-02,92.0,60.0,188.6892,192.2315,195.7738,-83.8335,-0.4181,53604295.0,41.7187,192.274,192.2315,18.3298,173.641,60.04,96.935,99.06,1168.9,0.01,2.4
2015-07-01,96.0,64.0,188.9476,192.3595,195.7714,-106.7676,-0.4584,56691398.0,42.1442,192.2493,192.3595,11.4082,173.7688,61.34,96.125,99.16,1171.6,0.01,2.43
2015-06-30,100.0,68.0,189.1923,192.5595,195.9267,-185.1803,-0.4942,53909122.0,35.9485,192.2318,192.5595,8.6581,172.4629,60.67,95.52,99.2,1180.5,0.01,2.35
2015-06-29,100.0,0.0,189.8703,192.8045,195.7387,-237.0488,-0.3616,51229710.0,33.689,192.2339,192.8045,13.2571,172.0154,61.2,96.36,99.22,1181.3,0.02,2.33
2015-06-26,48.0,0.0,190.9424,193.084,195.2256,-49.6778,-0.069,53976464.0,46.28100000000001,192.2219,193.084,26.1666,175.7324,62.12,95.805,99.16,1174.1,0.01,2.49
2015-06-25,52.0,0.0,191.0115,193.1375,195.2635,-15.4202,-0.0112,53976464.0,46.28100000000001,192.1756,193.1375,46.3896,175.7324,62.54,95.78,99.17,1174.1,0.01,2.4
2015-06-24,56.0,4.0,191.0435,193.2545,195.4655,32.6693,0.0814,56264062.0,48.5895,192.1023,193.2545,63.4582,176.2803,63.43,95.9,99.155,1177.6,0.01,2.38
2015-06-23,60.0,8.0,191.0248,193.3505,195.6762,96.2162,0.1605,58424663.0,54.4301,192.002,193.3505,72.655,177.5498,62.7,94.87,99.155,1185.3,0.01,2.42
2015-06-22,64.0,12.0,191.0129,193.288,195.5631,98.7362,0.1314,56697435.0,53.9119,191.9106,193.288,73.6061,177.4219,62.5,94.585,99.17,1199.7,0.01,2.37
2015-06-19,68.0,16.0,190.9393,193.3375,195.7357,91.6728,0.0885,55670407.0,52.4045,191.8028,193.3375,65.8573,176.2202,62.5,94.53,99.18,1201.8,0.01,2.26
2015-06-18,72.0,20.0,190.8273,193.4295,196.0317,133.9193,0.056,56361790.0,57.0678,191.7237,193.4295,57.0078,177.2474,62.78,94.75,99.165,1184.2,0.01,2.35
2015-06-17,76.0,24.0,190.8185,193.4355,196.0525,5.3247,-0.1145,55320224.0,50.0981,191.658,193.4355,52.5346,175.5111,63.18,95.575,99.075,1181.1,0.01,2.32
2015-06-16,80.0,28.0,190.8196,193.5435,196.2674,-46.3267,-0.1813,54149643.0,48.7636,191.6077,193.5435,59.768,175.2111,62.65,95.52,99.06,1185.3,0.01,2.32
2015-06-15,84.0,32.0,190.8691,193.673,196.4769,-118.2971,-0.2382,53329862.0,44.0481,191.5711,193.673,64.2014,174.19299999999996,61.25,95.8,99.065,1180.0,0.02,2.36
2015-06-12,0.0,36.0,191.1554,193.8285,196.5016,-47.317,-0.195,54722461.0,47.2574,191.5172,193.8285,55.5801,175.002,62.64,95.43,99.025,1180.8,0.02,2.39
2015-06-11,0.0,40.0,191.3112,193.9295,196.5478,37.0291,-0.2011,56870201.0,52.9757,191.4447,193.9295,35.3249,176.2929,63.47,95.095,99.02,1185.7,0.01,2.39
2015-06-10,4.0,44.0,191.1696,193.859,196.5484,-38.0363,-0.34,56145506.0,50.6319,191.3534,193.859,19.3711,175.7475,63.23,95.465,99.035,1175.8,0.02,2.5
2015-06-09,8.0,48.0,191.0658,193.8155,196.5652,-171.8417,-0.4742,54897818.0,40.1525,191.2455,193.8155,20.5419,173.6839,62.15,95.665,99.065,1173.2,0.02,2.42
2015-06-08,12.0,52.0,191.4376,193.9135,196.3894,-182.1935,-0.421,56363875.0,40.3276,191.1775,193.9135,30.1012,173.7294,61.56,96.915,99.05,1170.8,0.02,2.39
2015-06-05,16.0,56.0,191.9394,194.0555,196.1716,-167.9747,-0.3111,57494002.0,44.6283,191.1199,194.0555,43.3275,174.8111,60.8,96.09,99.11,1176.5,0.03,2.41
2015-06-04,20.0,60.0,191.7273,194.0125,196.2977,-147.4206,-0.2376,59061768.0,46.1252,191.0553,194.0125,44.1931,175.1657,61.64,95.805,99.11,1185.8,0.02,2.31
2015-06-03,24.0,64.0,191.2533,193.9115,196.5697,-27.5393,-0.1479,60445118.0,52.786,191.0007,193.9115,45.7088,176.602,62.22,96.38,99.105,1193.8,0.02,2.38
2015-06-02,28.0,68.0,190.9096,193.77,196.6304,-75.8007,-0.162,59231272.0,50.5623,190.9462,193.77,45.753,176.1202,62.25,97.93,99.115,1189.5,0.01,2.27
2015-06-01,32.0,72.0,190.9074,193.768,196.6286,-37.6369,-0.1261,60325626.0,51.4108,190.8644,193.768,49.3611,176.30200000000005,62.46,97.365,99.195,1189.8,0.02,2.19
2015-05-29,36.0,76.0,190.8521,193.726,196.5999,-38.4475,-0.0885,59168248.0,49.6454,190.7577,193.726,49.088,175.8929,60.39,97.39,99.19,1188.1,0.01,2.12
2015-05-28,40.0,80.0,190.513,193.6065,196.7,19.279,0.0145,60699180.0,54.8699,190.6737,193.6065,48.3641,177.0474,60.32,97.76,99.175,1188.0,0.01,2.13
2015-05-27,44.0,84.0,190.463,193.5195,196.576,27.2975,0.0378,61813717.0,55.6405,190.6101,193.5195,54.8793,177.21099999999996,60.95,97.7,99.155,1187.5,0.01,2.14
2015-05-26,48.0,88.0,190.4725,193.463,196.4535,-13.715,0.0429,60393632.0,49.0727,190.5447,193.463,66.1022,175.5929,61.89,96.92,99.15,1205.2,0.02,2.14
2015-05-22,52.0,92.0,190.4759,193.4655,196.4551,82.8904,0.2183,61628958.0,58.5732,190.5169,193.4655,76.4778,177.5019,62.94,95.75,99.21,1206.0,0.02,2.21
2015-05-21,56.0,96.0,190.5153,193.4015,196.2877,99.3767,0.2559,62460546.0,60.8117,190.4785,193.4015,84.0824,177.8928,62.43,95.965,99.2,1209.4,0.02,2.19
2015-05-20,60.0,100.0,190.6048,193.2965,195.9882,105.3286,0.2413,61704332.0,58.8059,190.4331,193.2965,89.65899999999998,177.3565,61.69,95.77,99.155,1207.7,0.02,2.26
2015-05-19,64.0,100.0,190.6341,193.196,195.7579,122.1144,0.2494,65105610.0,59.4282,190.3874,193.196,90.3199,177.4747,62.5,94.46,99.2,1225.4,0.02,2.27
2015-05-18,68.0,100.0,190.6201,193.0415,195.4629,141.6321,0.2207,66086047.0,59.8809,190.3406,193.0415,84.1202,177.5656,63.46,93.6,99.245,1222.8,0.02,2.23
2015-05-15,72.0,100.0,190.6945,192.8915,195.0885,134.2888,0.1394,65101555.0,58.1029,190.2899,192.8915,73.8664,177.0201,63.5,93.75,99.235,1220.9,0.02,2.14
2015-05-14,76.0,48.0,190.4397,192.6845,194.9293,113.0985,0.0534,64382594.0,57.5202,190.2368,192.6845,71.4694,176.8383,64.18,94.055,99.2,1215.0,0.01,2.23
2015-05-13,80.0,52.0,190.5179,192.5995,194.6811,5.8425,-0.0735,63480295.0,51.1841,190.177,192.5995,70.2389,175.0111,64.74,95.0,99.145,1192.5,0.02,2.27
2015-05-12,84.0,56.0,190.5332,192.6185,194.7038,-40.2215,-0.0702,62891286.0,50.9815,190.1036,192.6185,65.9308,174.9566,63.84,95.525,99.12,1182.5,0.03,2.28
2015-05-11,0.0,60.0,190.4957,192.5965,194.6973,47.8933,-0.0585,64743948.0,52.8842,189.9942,192.5965,50.5903,175.4657,62.68,95.345,99.165,1189.0,0.02,2.28
2015-05-08,4.0,64.0,190.4004,192.529,194.6576,86.7141,-0.0978,65834031.0,56.1139,189.8933,192.529,42.7539,176.3111,62.46,95.08,99.095,1183.7,0.01,2.16
